state;action_reward;n_state
292&2|382&1|590&1|1198&5|2433&1|2268&5|3256&4|2716&3|800&4|2881&4|10&5|2858&4;1266&3|1094&4|3249&4|266&5|1266&3|1892&4|1266&3|481&1|1370&3|1266&3;292&2|382&1|590&1|1198&5|2433&1|2268&5|3256&4|2716&3|800&4|2881&4|10&5|2858&4|1266&3|1094&4|3249&4|266&5|1266&3|1892&4|1266&3|481&1|1370&3|1266&3
2688&4|2762&5|364&4|2710&3|104&4|2987&3|3219&5|596&4|596&4|2710&3|1198&4|50&5;198&3|555&5|3247&3|762&4|1501&2|2616&3|198&3|2616&3|762&4|555&5;2688&4|2762&5|364&4|2710&3|104&4|2987&3|3219&5|596&4|596&4|2710&3|1198&4|50&5|198&3|555&5|3247&3|762&4|1501&2|2616&3|198&3|2616&3|762&4|555&5
2926&5|1957&4|3671&4|590&2|2662&4|2396&4|3653&5|3671&4|2371&3|1173&4|1188&4|3035&4;2359&5|2384&4|562&2|720&5|778&4|778&4|800&5|2359&5|994&5|265&5;2926&5|1957&4|3671&4|590&2|2662&4|2396&4|3653&5|3671&4|2371&3|1173&4|1188&4|3035&4|2359&5|2384&4|562&2|720&5|778&4|778&4|800&5|2359&5|994&5|265&5
589&5|1479&4|10&5|1374&3|1240&5|1090&5|608&1|2670&4|589&5|2023&4|2670&4|1544&4;2376&5|2115&4|2735&3|1378&4|3175&3|42&4|3020&4|2735&3|3430&4|2410&3;589&5|1479&4|10&5|1374&3|1240&5|1090&5|608&1|2670&4|589&5|2023&4|2670&4|1544&4|2376&5|2115&4|2735&3|1378&4|3175&3|42&4|3020&4|2735&3|3430&4|2410&3
1084&5|296&4|1104&5|1952&5|3872&5|3307&3|2493&4|1213&4|1084&5|1185&5|1193&5|1428&2;2686&3|3476&3|3476&3|3044&4|3476&3|3386&4|1949&4|1617&5|3176&3|3476&3;1084&5|296&4|1104&5|1952&5|3872&5|3307&3|2493&4|1213&4|1084&5|1185&5|1193&5|1428&2|2686&3|3476&3|3476&3|3044&4|3476&3|3386&4|1949&4|1617&5|3176&3|3476&3
1210&4|2372&1|1&4|34&4|1367&2|2858&4|1210&4|356&3|3247&3|1265&4|1265&4|1784&5;2321&4|1500&4|2321&4|2321&4|348&2|1500&4|1500&4|1500&4|348&2|1500&4;1210&4|2372&1|1&4|34&4|1367&2|2858&4|1210&4|356&3|3247&3|1265&4|1265&4|1784&5|2321&4|1500&4|2321&4|2321&4|348&2|1500&4|1500&4|1500&4|348&2|1500&4
593&4|223&3|1259&4|3702&2|2872&4|1295&1|1204&5|2384&4|3408&3|1247&5|2398&4|3269&4;1221&5|3510&5|265&4|1221&5|2028&5|1235&5|1196&4|2300&4|1265&5|3114&5;593&4|223&3|1259&4|3702&2|2872&4|1295&1|1204&5|2384&4|3408&3|1247&5|2398&4|3269&4|1221&5|3510&5|265&4|1221&5|2028&5|1235&5|1196&4|2300&4|1265&5|3114&5
1748&4|1376&4|1573&1|1199&3|3339&4|1274&3|3521&4|3334&3|3334&3|3306&4|3638&2|2021&2;2311&2|1356&2|172&2|1371&3|2140&3|2968&2|2681&5|2117&3|1214&4|329&1;1748&4|1376&4|1573&1|1199&3|3339&4|1274&3|3521&4|3334&3|3334&3|3306&4|3638&2|2021&2|2311&2|1356&2|172&2|1371&3|2140&3|2968&2|2681&5|2117&3|1214&4|329&1
2006&4|272&4|1876&4|553&5|481&2|493&5|1370&3|1441&3|339&3|2502&3|2502&3|647&5;2671&2|3386&4|1680&4|16&5|46&5|1614&4|16&5|725&3|1680&4|627&3;2006&4|272&4|1876&4|553&5|481&2|493&5|1370&3|1441&3|339&3|2502&3|2502&3|647&5|2671&2|3386&4|1680&4|16&5|46&5|1614&4|16&5|725&3|1680&4|627&3
3489&4|3147&5|3144&2|3144&2|41&3|912&5|3144&2|3144&2|3489&4|761&3|3033&5|2762&5;3175&4|2861&4|2861&4|3780&4|3175&4|3175&4|2858&5|2861&4|2858&5|2861&4;3489&4|3147&5|3144&2|3144&2|41&3|912&5|3144&2|3144&2|3489&4|761&3|3033&5|2762&5|3175&4|2861&4|2861&4|3780&4|3175&4|3175&4|2858&5|2861&4|2858&5|2861&4
2108&4|1197&5|1196&5|1213&5|1148&4|1148&4|2858&5|1393&3|3481&5|2324&5|2997&5|1947&5;3006&4|337&5|17&3|72&4|3897&3|293&4|3949&3|110&5|3949&3|17&3;2108&4|1197&5|1196&5|1213&5|1148&4|1148&4|2858&5|1393&3|3481&5|2324&5|2997&5|1947&5|3006&4|337&5|17&3|72&4|3897&3|293&4|3949&3|110&5|3949&3|17&3
3328&2|306&4|2273&3|480&3|998&1|3535&2|1382&1|3555&3|736&2|3108&4|783&1|647&3;1427&1|3527&3|1783&1|2713&2|3556&4|16&3|2672&1|1909&4|1407&4|92&1;3328&2|306&4|2273&3|480&3|998&1|3535&2|1382&1|3555&3|736&2|3108&4|783&1|647&3|1427&1|3527&3|1783&1|2713&2|3556&4|16&3|2672&1|1909&4|1407&4|92&1
1573&4|457&4|527&5|3476&2|628&5|587&4|39&4|11&4|480&3|1094&3|480&3|1643&3;1644&4|1645&3|2338&4|1569&4|2338&4|1597&3|1589&3|1422&3|1892&3|1589&3;1573&4|457&4|527&5|3476&2|628&5|587&4|39&4|11&4|480&3|1094&3|480&3|1643&3|1644&4|1645&3|2338&4|1569&4|2338&4|1597&3|1589&3|1422&3|1892&3|1589&3
733&4|750&5|1214&2|2858&5|1617&4|1956&4|586&3|1011&3|2818&3|3911&5|588&4|1088&3;1235&4|909&5|3566&3|3244&4|1394&4|3451&4|3362&3|1916&3|3608&3|3362&3;733&4|750&5|1214&2|2858&5|1617&4|1956&4|586&3|1011&3|2818&3|3911&5|588&4|1088&3|1235&4|909&5|3566&3|3244&4|1394&4|3451&4|3362&3|1916&3|3608&3|3362&3
1136&5|908&5|1240&5|3070&3|1240&5|1240&5|1077&5|1214&5|1077&5|541&5|1321&5|1148&5;3033&5|3033&5|2916&5|3032&5|1210&5|2916&5|3032&5|1210&5|3032&5|1210&5;1136&5|908&5|1240&5|3070&3|1240&5|1240&5|1077&5|1214&5|1077&5|541&5|1321&5|1148&5|3033&5|3033&5|2916&5|3032&5|1210&5|2916&5|3032&5|1210&5|3032&5|1210&5
2396&3|3265&3|2912&3|110&5|589&4|21&4|3897&5|1837&2|3361&4|1255&4|6&5|1259&5;2916&3|1916&3|1610&3|3256&3|457&5|493&4|1916&3|3256&3|3256&3|474&4;2396&3|3265&3|2912&3|110&5|589&4|21&4|3897&5|1837&2|3361&4|1255&4|6&5|1259&5|2916&3|1916&3|1610&3|3256&3|457&5|493&4|1916&3|3256&3|3256&3|474&4
924&5|3033&5|196&2|541&5|2311&5|3033&5|1676&3|1373&2|1270&4|2450&3|2916&4|1037&3;673&3|2087&3|2054&3|546&3|1967&5|3489&5|2138&4|3439&3|2872&4|2872&4;924&5|3033&5|196&2|541&5|2311&5|3033&5|1676&3|1373&2|1270&4|2450&3|2916&4|1037&3|673&3|2087&3|2054&3|546&3|1967&5|3489&5|2138&4|3439&3|2872&4|2872&4
1090&2|434&4|434&4|2355&1|780&5|1374&2|2002&2|454&4|1270&4|1090&2|1625&5|2529&4;370&2|1863&2|2413&2|3793&4|1863&2|2413&2|3785&5|3785&5|3623&4|3793&4;1090&2|434&4|434&4|2355&1|780&5|1374&2|2002&2|454&4|1270&4|1090&2|1625&5|2529&4|370&2|1863&2|2413&2|3793&4|1863&2|2413&2|3785&5|3785&5|3623&4|3793&4
1127&4|1483&3|1483&3|908&5|3754&1|1799&1|1366&3|2188&1|2268&2|1127&4|908&5|2268&2;2555&1|3051&3|3285&1|2555&1|2555&1|2707&2|3004&1|2707&2|2707&2|3051&3;1127&4|1483&3|1483&3|908&5|3754&1|1799&1|1366&3|2188&1|2268&2|1127&4|908&5|2268&2|2555&1|3051&3|3285&1|2555&1|2555&1|2707&2|3004&1|2707&2|2707&2|3051&3
1635&3|3669&3|2144&4|2791&5|457&4|2926&4|2739&3|3120&3|719&3|2949&5|1287&4|1517&3;2991&4|3723&3|2901&3|1029&5|480&4|509&3|2087&4|151&3|2745&3|1019&3;1635&3|3669&3|2144&4|2791&5|457&4|2926&4|2739&3|3120&3|719&3|2949&5|1287&4|1517&3|2991&4|3723&3|2901&3|1029&5|480&4|509&3|2087&4|151&3|2745&3|1019&3
3230&1|1160&1|2869&1|3128&1|1532&1|2623&1|3390&1|3390&1|2798&1|2023&1|3128&1|2206&1;1667&1|2521&3|3448&1|2521&3|2521&3|3448&1|124&1|3510&1|2338&1|593&1;3230&1|1160&1|2869&1|3128&1|1532&1|2623&1|3390&1|3390&1|2798&1|2023&1|3128&1|2206&1|1667&1|2521&3|3448&1|2521&3|2521&3|3448&1|124&1|3510&1|2338&1|593&1
318&5|3168&5|2143&3|2672&4|208&2|2615&5|1291&4|208&2|3591&5|44&2|2094&4|1379&4;1344&4|3438&3|3438&3|3705&3|2450&3|1073&5|2140&4|2174&5|2422&2|1748&5;318&5|3168&5|2143&3|2672&4|208&2|2615&5|1291&4|208&2|3591&5|44&2|2094&4|1379&4|1344&4|3438&3|3438&3|3705&3|2450&3|1073&5|2140&4|2174&5|2422&2|1748&5
457&5|457&5|3527&5|3624&4|589&5|1291&5|457&5|2990&3|3173&2|1210&5|2640&3|1220&4;2916&5|733&5|1580&4|480&3|1552&4|733&5|2916&5|480&3|2916&5|733&5;457&5|457&5|3527&5|3624&4|589&5|1291&5|457&5|2990&3|3173&2|1210&5|2640&3|1220&4|2916&5|733&5|1580&4|480&3|1552&4|733&5|2916&5|480&3|2916&5|733&5
3649&2|2381&1|259&3|3741&3|737&4|1620&4|2367&3|1221&5|111&4|2875&2|1293&4|1500&3;1333&4|897&4|3052&3|3253&3|2558&3|2558&3|2076&3|3274&3|2995&2|1694&4;3649&2|2381&1|259&3|3741&3|737&4|1620&4|2367&3|1221&5|111&4|2875&2|1293&4|1500&3|1333&4|897&4|3052&3|3253&3|2558&3|2558&3|2076&3|3274&3|2995&2|1694&4
3624&4|110&5|3536&5|3438&2|3408&5|1198&5|2167&4|3536&5|3452&3|1197&5|3536&5|3536&5;1210&4|1210&4|2791&5|1210&4|1136&5|1136&5|480&1|1215&3|1215&3|480&1;3624&4|110&5|3536&5|3438&2|3408&5|1198&5|2167&4|3536&5|3452&3|1197&5|3536&5|3536&5|1210&4|1210&4|2791&5|1210&4|1136&5|1136&5|480&1|1215&3|1215&3|480&1
2700&5|2762&5|1198&4|151&3|3005&5|1093&4|2700&5|2147&1|3219&4|1911&1|3725&3|1093&4;2125&4|377&4|1554&4|3358&4|2125&4|3358&4|356&4|3108&4|3358&4|2125&4;2700&5|2762&5|1198&4|151&3|3005&5|1093&4|2700&5|2147&1|3219&4|1911&1|3725&3|1093&4|2125&4|377&4|1554&4|3358&4|2125&4|3358&4|356&4|3108&4|3358&4|2125&4
2858&5|3578&4|902&5|3182&3|2935&5|3744&3|1193&4|608&4|3893&3|1230&4|2804&5|3481&4;1228&5|920&5|2289&4|2396&4|1500&4|2324&5|2289&4|2355&4|2324&5|2248&5;2858&5|3578&4|902&5|3182&3|2935&5|3744&3|1193&4|608&4|3893&3|1230&4|2804&5|3481&4|1228&5|920&5|2289&4|2396&4|1500&4|2324&5|2289&4|2355&4|2324&5|2248&5
2011&4|949&4|3210&4|924&5|858&3|1196&5|2377&3|2918&3|3363&5|3741&4|217&4|1921&3;457&3|2459&4|3729&5|537&5|3706&5|1405&3|457&3|716&3|2700&3|3706&5;2011&4|949&4|3210&4|924&5|858&3|1196&5|2377&3|2918&3|3363&5|3741&4|217&4|1921&3|457&3|2459&4|3729&5|537&5|3706&5|1405&3|457&3|716&3|2700&3|3706&5
1605&2|1270&5|1923&5|2003&3|2000&3|2245&3|1769&3|580&3|2997&5|508&4|1387&4|2124&2;2829&3|1287&4|2355&4|2329&5|1992&2|2432&2|1699&3|573&3|2432&2|3006&4;1605&2|1270&5|1923&5|2003&3|2000&3|2245&3|1769&3|580&3|2997&5|508&4|1387&4|2124&2|2829&3|1287&4|2355&4|2329&5|1992&2|2432&2|1699&3|573&3|2432&2|3006&4
913&4|3101&4|3516&4|2762&5|913&4|3081&2|2997&4|1197&3|3408&3|3615&4|2722&2|2908&3;904&5|2336&4|1641&3|1641&3|904&5|1641&3|1641&3|2336&4|1641&3|1185&2;913&4|3101&4|3516&4|2762&5|913&4|3081&2|2997&4|1197&3|3408&3|3615&4|2722&2|2908&3|904&5|2336&4|1641&3|1641&3|904&5|1641&3|1641&3|2336&4|1641&3|1185&2
1189&4|3809&4|581&4|180&2|1&3|1827&3|1193&4|562&4|1827&3|3809&4|3129&5|1446&4;1711&2|2355&4|1614&2|708&2|1614&2|141&4|141&4|1454&4|1711&2|543&4;1189&4|3809&4|581&4|180&2|1&3|1827&3|1193&4|562&4|1827&3|3809&4|3129&5|1446&4|1711&2|2355&4|1614&2|708&2|1614&2|141&4|141&4|1454&4|1711&2|543&4
1016&3|3951&4|2188&2|233&2|2908&4|3886&3|1016&3|3910&4|3909&3|1416&4|1016&3|912&5;2759&3|3683&4|223&3|223&3|3683&4|2759&3|3683&4|2369&3|2147&2|223&3;1016&3|3951&4|2188&2|233&2|2908&4|3886&3|1016&3|3910&4|3909&3|1416&4|1016&3|912&5|2759&3|3683&4|223&3|223&3|3683&4|2759&3|3683&4|2369&3|2147&2|223&3
3098&4|3108&4|2468&3|2470&3|2407&4|1968&3|2000&3|3806&3|1097&5|2752&3|1172&5|2290&2;3176&3|1357&3|2724&3|780&4|2671&4|11&5|838&4|342&3|357&2|356&5;3098&4|3108&4|2468&3|2470&3|2407&4|1968&3|2000&3|3806&3|1097&5|2752&3|1172&5|2290&2|3176&3|1357&3|2724&3|780&4|2671&4|11&5|838&4|342&3|357&2|356&5
924&4|1175&4|1301&4|2028&5|1275&3|2150&4|511&3|2641&2|2046&3|2912&3|1175&4|2529&4;3623&2|2706&4|1266&4|1870&4|50&4|2890&4|1276&4|608&4|3623&2|2706&4;924&4|1175&4|1301&4|2028&5|1275&3|2150&4|511&3|2641&2|2046&3|2912&3|1175&4|2529&4|3623&2|2706&4|1266&4|1870&4|50&4|2890&4|1276&4|608&4|3623&2|2706&4
1218&4|1200&4|21&3|260&5|2028&3|535&1|123&2|1702&1|2516&3|2529&3|2633&4|2529&3;1387&4|1214&4|940&3|589&4|1387&4|1387&4|940&3|589&4|2692&4|1214&4;1218&4|1200&4|21&3|260&5|2028&3|535&1|123&2|1702&1|2516&3|2529&3|2633&4|2529&3|1387&4|1214&4|940&3|589&4|1387&4|1387&4|940&3|589&4|2692&4|1214&4
1073&3|2628&3|260&4|2987&3|1127&4|1676&2|2916&4|1127&4|1186&3|3072&3|1127&4|3072&3;589&3|457&4|2571&5|2571&5|589&3|589&3|457&4|1200&4|1200&4|589&3;1073&3|2628&3|260&4|2987&3|1127&4|1676&2|2916&4|1127&4|1186&3|3072&3|1127&4|3072&3|589&3|457&4|2571&5|2571&5|589&3|589&3|457&4|1200&4|1200&4|589&3
1276&5|1254&5|3196&4|2022&4|2644&5|3571&1|3175&3|924&5|2369&2|969&5|3461&4|899&5;309&1|3662&4|3641&1|3787&1|2587&4|3661&4|3645&1|1077&1|823&1|2696&1;1276&5|1254&5|3196&4|2022&4|2644&5|3571&1|3175&3|924&5|2369&2|969&5|3461&4|899&5|309&1|3662&4|3641&1|3787&1|2587&4|3661&4|3645&1|1077&1|823&1|2696&1
1222&5|1263&5|1960&4|1193&5|1132&4|1193&5|608&5|1200&5|356&5|2028&5|953&3|1391&5;1214&5|1219&5|1387&5|1266&5|2951&4|1304&4|1304&4|1266&5|1266&5|2922&5;1222&5|1263&5|1960&4|1193&5|1132&4|1193&5|608&5|1200&5|356&5|2028&5|953&3|1391&5|1214&5|1219&5|1387&5|1266&5|2951&4|1304&4|1304&4|1266&5|1266&5|2922&5
3771&4|2161&4|3837&3|1073&4|1226&5|858&5|2872&4|2174&4|2872&4|1373&4|1173&2|2193&3;2043&3|3438&3|317&4|2628&3|2043&3|2&3|673&3|3438&3|317&4|673&3;3771&4|2161&4|3837&3|1073&4|1226&5|858&5|2872&4|2174&4|2872&4|1373&4|1173&2|2193&3|2043&3|3438&3|317&4|2628&3|2043&3|2&3|673&3|3438&3|317&4|673&3
2716&3|1387&4|1580&3|3273&3|1198&5|110&5|1259&5|3263&4|2028&5|3418&4|3809&4|1090&4;1101&4|1754&4|3107&3|2406&3|2058&4|3146&3|292&3|1608&3|377&4|480&4;2716&3|1387&4|1580&3|3273&3|1198&5|110&5|1259&5|3263&4|2028&5|3418&4|3809&4|1090&4|1101&4|1754&4|3107&3|2406&3|2058&4|3146&3|292&3|1608&3|377&4|480&4
1291&5|2194&5|3863&4|750&5|527&5|3155&4|2194&5|3654&5|1198&5|1090&4|3462&3|1527&5;1608&4|3623&4|1552&4|3639&5|3623&4|3082&5|3755&5|1608&4|3257&3|1552&4;1291&5|2194&5|3863&4|750&5|527&5|3155&4|2194&5|3654&5|1198&5|1090&4|3462&3|1527&5|1608&4|3623&4|1552&4|3639&5|3623&4|3082&5|3755&5|1608&4|3257&3|1552&4
481&4|2542&5|1997&5|3844&4|3751&4|3173&4|1198&3|733&4|1222&5|3566&5|1230&5|3835&2;3500&5|1912&3|3528&5|1680&4|2146&2|3101&4|2916&5|3528&5|986&4|2916&5;481&4|2542&5|1997&5|3844&4|3751&4|3173&4|1198&3|733&4|1222&5|3566&5|1230&5|3835&2|3500&5|1912&3|3528&5|1680&4|2146&2|3101&4|2916&5|3528&5|986&4|2916&5
296&3|2762&5|296&3|3114&5|3672&4|589&5|3101&3|3672&4|105&3|593&4|246&3|527&5;150&4|150&4|356&5|1266&3|1784&4|356&5|150&4|150&4|356&5|1784&4;296&3|2762&5|296&3|3114&5|3672&4|589&5|3101&3|3672&4|105&3|593&4|246&3|527&5|150&4|150&4|356&5|1266&3|1784&4|356&5|150&4|150&4|356&5|1784&4
2061&2|2061&2|1291&4|2692&5|2628&3|3114&2|2571&5|2028&5|2628&3|1&4|1242&4|356&5;518&1|1784&4|1784&4|2395&4|2324&5|1784&4|518&1|2324&5|2324&5|2395&4;2061&2|2061&2|1291&4|2692&5|2628&3|3114&2|2571&5|2028&5|2628&3|1&4|1242&4|356&5|518&1|1784&4|1784&4|2395&4|2324&5|1784&4|518&1|2324&5|2324&5|2395&4
260&2|1202&5|1260&4|3317&3|3316&1|3210&2|1295&4|2300&5|3624&2|1454&2|2065&3|2871&4;2439&2|1584&1|1036&5|352&4|194&3|529&3|348&3|2194&5|2206&4|1875&3;260&2|1202&5|1260&4|3317&3|3316&1|3210&2|1295&4|2300&5|3624&2|1454&2|2065&3|2871&4|2439&2|1584&1|1036&5|352&4|194&3|529&3|348&3|2194&5|2206&4|1875&3
2324&5|3114&5|1198&5|1272&5|3081&3|2001&4|2476&4|3253&4|1097&5|1088&4|2762&5|1127&5;1777&4|1408&4|1183&4|2890&4|1610&5|1777&4|1573&4|1777&4|3107&4|3159&4;2324&5|3114&5|1198&5|1272&5|3081&3|2001&4|2476&4|3253&4|1097&5|1088&4|2762&5|1127&5|1777&4|1408&4|1183&4|2890&4|1610&5|1777&4|1573&4|1777&4|3107&4|3159&4
2881&2|3107&4|1527&4|1047&1|517&3|380&5|1876&4|589&4|1391&4|3265&4|589&4|405&1;3257&3|1333&3|1479&1|3476&5|1586&2|2826&1|3476&5|2540&2|2002&2|2540&2;2881&2|3107&4|1527&4|1047&1|517&3|380&5|1876&4|589&4|1391&4|3265&4|589&4|405&1|3257&3|1333&3|1479&1|3476&5|1586&2|2826&1|3476&5|2540&2|2002&2|2540&2
3339&5|3519&3|780&2|912&3|246&3|1200&3|3062&4|1242&3|3062&4|1196&4|356&4|161&3;1183&3|1391&1|1586&2|1183&3|3441&3|466&1|1619&3|466&1|2476&2|2427&3;3339&5|3519&3|780&2|912&3|246&3|1200&3|3062&4|1242&3|3062&4|1196&4|356&4|161&3|1183&3|1391&1|1586&2|1183&3|3441&3|466&1|1619&3|466&1|2476&2|2427&3
1213&4|357&1|2841&4|2763&3|2496&3|73&4|3646&3|1213&4|2002&3|2391&3|500&4|805&4;3510&5|1645&3|3755&3|648&4|3386&2|260&4|2115&4|733&3|2387&2|648&4;1213&4|357&1|2841&4|2763&3|2496&3|73&4|3646&3|1213&4|2002&3|2391&3|500&4|805&4|3510&5|1645&3|3755&3|648&4|3386&2|260&4|2115&4|733&3|2387&2|648&4
2985&2|2455&4|1240&5|1376&4|3527&5|541&3|2985&2|3704&3|1210&4|1240&5|3699&5|2615&4;1266&5|1266&5|2408&3|1373&4|2668&2|3937&3|3758&3|1373&4|1266&5|3937&3;2985&2|2455&4|1240&5|1376&4|3527&5|541&3|2985&2|3704&3|1210&4|1240&5|3699&5|2615&4|1266&5|1266&5|2408&3|1373&4|2668&2|3937&3|3758&3|1373&4|1266&5|3937&3
2537&1|80&5|2537&1|3468&5|1097&5|1957&3|1198&3|3095&4|858&5|913&5|913&5|1193&5;2019&5|1283&4|910&5|1207&5|908&5|908&5|908&5|1207&5|2019&5|910&5;2537&1|80&5|2537&1|3468&5|1097&5|1957&3|1198&3|3095&4|858&5|913&5|913&5|1193&5|2019&5|1283&4|910&5|1207&5|908&5|908&5|908&5|1207&5|2019&5|910&5
3763&4|3811&5|2505&3|1093&3|7&4|3918&1|1682&2|1979&1|3868&4|1556&2|2921&3|1962&4;1616&3|3364&5|1248&4|434&3|919&3|941&4|910&4|1445&2|1085&5|329&4;3763&4|3811&5|2505&3|1093&3|7&4|3918&1|1682&2|1979&1|3868&4|1556&2|2921&3|1962&4|1616&3|3364&5|1248&4|434&3|919&3|941&4|910&4|1445&2|1085&5|329&4
2353&3|866&4|1845&3|1960&3|994&3|50&5|293&3|3000&2|2687&4|34&5|1177&4|1197&4;1546&2|2916&3|3827&2|2572&4|1060&3|2278&4|58&3|1633&3|3350&3|319&4;2353&3|866&4|1845&3|1960&3|994&3|50&5|293&3|3000&2|2687&4|34&5|1177&4|1197&4|1546&2|2916&3|3827&2|2572&4|1060&3|2278&4|58&3|1633&3|3350&3|319&4
2533&5|2664&5|1374&5|2002&4|2605&4|1396&5|377&4|915&4|2108&4|2108&4|1265&4|1265&4;3033&3|1357&5|2145&5|173&3|173&3|2054&3|3688&3|3263&4|3385&4|1253&4;2533&5|2664&5|1374&5|2002&4|2605&4|1396&5|377&4|915&4|2108&4|2108&4|1265&4|1265&4|3033&3|1357&5|2145&5|173&3|173&3|2054&3|3688&3|3263&4|3385&4|1253&4
553&4|408&4|608&4|69&5|1777&4|283&2|3147&4|2997&3|318&5|283&2|2580&4|3861&3;1387&5|2716&3|1200&3|1214&3|2716&3|593&4|2288&5|1214&3|593&4|2716&3;553&4|408&4|608&4|69&5|1777&4|283&2|3147&4|2997&3|318&5|283&2|2580&4|3861&3|1387&5|2716&3|1200&3|1214&3|2716&3|593&4|2288&5|1214&3|593&4|2716&3
2571&5|3752&3|3203&4|3893&5|2722&4|3897&5|1206&4|1375&4|3952&4|3703&4|2997&5|3909&3;3176&5|2395&4|2502&4|2723&3|2485&2|3176&5|2396&5|2761&3|2396&5|1513&2;2571&5|3752&3|3203&4|3893&5|2722&4|3897&5|1206&4|1375&4|3952&4|3703&4|2997&5|3909&3|3176&5|2395&4|2502&4|2723&3|2485&2|3176&5|2396&5|2761&3|2396&5|1513&2
628&5|3252&4|3481&4|150&5|3555&4|2268&4|628&5|1198&4|3006&4|733&5|2858&4|3300&3;454&4|3717&3|1573&5|3793&3|3826&3|3755&3|21&4|3717&3|3826&3|3717&3;628&5|3252&4|3481&4|150&5|3555&4|2268&4|628&5|1198&4|3006&4|733&5|2858&4|3300&3|454&4|3717&3|1573&5|3793&3|3826&3|3755&3|21&4|3717&3|3826&3|3717&3
1183&3|2084&3|1643&3|23&2|3713&4|1380&5|23&2|356&4|13&3|3114&4|3448&4|350&4;3177&1|1541&2|218&4|218&4|516&3|520&3|2335&3|2431&4|1200&4|2567&4;1183&3|2084&3|1643&3|23&2|3713&4|1380&5|23&2|356&4|13&3|3114&4|3448&4|350&4|3177&1|1541&2|218&4|218&4|516&3|520&3|2335&3|2431&4|1200&4|2567&4
3179&5|2699&3|2407&3|2572&3|2707&3|361&4|223&5|2407&3|2572&3|2572&3|2407&3|2707&3;2882&2|785&3|2713&3|785&3|2713&3|785&3|2690&3|2761&5|2690&3|785&3;3179&5|2699&3|2407&3|2572&3|2707&3|361&4|223&5|2407&3|2572&3|2572&3|2407&3|2707&3|2882&2|785&3|2713&3|785&3|2713&3|785&3|2690&3|2761&5|2690&3|785&3
111&2|2871&1|3088&5|590&5|2539&5|1944&4|1183&5|3088&5|1393&4|1374&3|1376&4|3088&5;553&5|318&5|2701&2|1086&4|2478&2|383&5|1964&3|904&5|25&2|1266&5;111&2|2871&1|3088&5|590&5|2539&5|1944&4|1183&5|3088&5|1393&4|1374&3|1376&4|3088&5|553&5|318&5|2701&2|1086&4|2478&2|383&5|1964&3|904&5|25&2|1266&5
1196&5|1673&3|475&3|778&4|1210&4|305&2|1653&5|1947&5|550&1|1282&4|2628&2|1080&4;2193&2|3545&4|372&3|2054&2|1569&2|1205&2|1035&4|1569&2|3910&5|1127&2;1196&5|1673&3|475&3|778&4|1210&4|305&2|1653&5|1947&5|550&1|1282&4|2628&2|1080&4|2193&2|3545&4|372&3|2054&2|1569&2|1205&2|1035&4|1569&2|3910&5|1127&2
1060&4|2396&5|788&3|680&2|1265&4|597&4|3255&4|357&3|788&3|1485&3|597&4|450&3;1614&3|3897&5|1171&4|3174&4|1614&3|1895&4|180&2|1895&4|144&4|180&2;1060&4|2396&5|788&3|680&2|1265&4|597&4|3255&4|357&3|788&3|1485&3|597&4|450&3|1614&3|3897&5|1171&4|3174&4|1614&3|1895&4|180&2|1895&4|144&4|180&2
2683&3|2706&4|1784&4|2321&3|1270&3|3809&5|342&4|45&2|21&3|141&4|141&4|1885&4;3072&3|2081&2|2918&4|1968&3|1259&2|1259&2|2918&4|1259&2|1259&2|1197&5;2683&3|2706&4|1784&4|2321&3|1270&3|3809&5|342&4|45&2|21&3|141&4|141&4|1885&4|3072&3|2081&2|2918&4|1968&3|1259&2|1259&2|2918&4|1259&2|1259&2|1197&5
3114&5|1527&3|3114&5|2355&5|741&5|2997&5|720&5|3033&5|29&5|150&4|2997&5|748&4;435&3|1237&4|1237&4|2019&5|435&3|671&4|1193&4|435&3|3471&4|1193&4;3114&5|1527&3|3114&5|2355&5|741&5|2997&5|720&5|3033&5|29&5|150&4|2997&5|748&4|435&3|1237&4|1237&4|2019&5|435&3|671&4|1193&4|435&3|3471&4|1193&4
1233&5|1078&4|1841&3|1225&5|1208&4|3753&4|952&2|105&4|2018&4|3421&2|588&1|1287&4;1957&5|3301&3|3078&5|1197&4|452&3|1197&4|1293&5|3301&3|3078&5|912&4;1233&5|1078&4|1841&3|1225&5|1208&4|3753&4|952&2|105&4|2018&4|3421&2|588&1|1287&4|1957&5|3301&3|3078&5|1197&4|452&3|1197&4|1293&5|3301&3|3078&5|912&4
1735&2|1393&5|543&5|1680&4|2078&3|2100&2|1777&4|2058&5|2045&3|588&4|3254&4|1060&5;1028&5|596&2|1258&5|1207&5|661&4|2580&3|661&4|1405&5|1994&3|3034&4;1735&2|1393&5|543&5|1680&4|2078&3|2100&2|1777&4|2058&5|2045&3|588&4|3254&4|1060&5|1028&5|596&2|1258&5|1207&5|661&4|2580&3|661&4|1405&5|1994&3|3034&4
