item_id;vectors
41;0.5041825|-0.31108359|-0.30765504|0.100899234|-0.22728588|-0.25309044|0.679546|0.12540296|-0.5383164|0.2616846|0.45690447|-0.07529963|0.090639114|0.2956681|0.5939445|-0.1447781|0.3761546|0.4845571|-0.05075267|0.67030716|0.1168555|-0.07695736|-0.40385574|0.48497346|-0.13686997|-0.27933428|0.31569102|-0.22037764|-0.28725606|0.21174689|-0.032909542|-0.38745296|-0.36672544|0.15345488|-0.2664324|-0.26598254|0.41998056|-0.1846341|-0.32762945|0.35776737|-0.41447657|0.5776005|-0.28073752|0.15618415|-0.086379856|-0.26296416|-0.41040093|0.4262411|0.26863614|-0.16123557|0.28487825|0.15934527|0.3364683|0.11310483|0.3140832|-0.55581915|0.43799633|-0.27100182|-0.30570966|0.2115441|-0.35956386|0.30643198|-0.26930112|0.32382953|0.10543887|-0.36664423|-0.5692725|0.2654308|0.39513975|0.070368335|-0.5977659|-0.6087476|0.04478112|0.019104797|-0.07718025|0.27173358|0.33086902|-0.399135|-0.28502426|0.22103459|-0.084223054|-0.39562452|-0.54032713|-0.26006815|0.6830807|-0.25898835|-0.2997498|-0.4247808|-0.08508926|0.6978805|0.3212657|-0.09053314|-0.19178839|0.3266608|0.37597257|-0.38769525|-0.31362057|0.25225443|-0.09160091|-0.09077063
42;0.26354086|-0.3494299|-0.33178133|0.17082971|0.03266802|-0.2937705|0.6801713|0.24087179|-0.27315742|0.2618687|0.28136575|-0.024891362|0.4412937|0.41876736|0.50544226|-0.20006025|0.45591658|0.20616898|-0.18766843|0.43545893|0.32966065|-0.2763433|-0.5365236|0.37623444|-0.22886142|-0.47141242|0.6038737|-0.22495551|-0.22082041|0.3800075|-0.19103616|-0.35029036|-0.57088137|0.2266596|-0.53519666|-0.29174393|0.22556487|-0.2220442|-0.21153323|0.28634262|-0.22122073|0.3728949|-0.43678746|0.3148942|-0.33337992|-0.28351903|-0.37230742|0.29242715|0.36448562|0.32247218|0.45527026|0.3694105|0.5244051|0.24107245|0.5887159|-0.35002196|0.44241294|-0.58709514|-0.2313069|0.4752556|-0.6487161|0.2578303|-0.32618195|0.2337057|-0.047911737|-0.25568277|-0.5790247|-0.105881006|0.19904134|-0.07416452|-0.3114155|-0.5287958|0.382306|-0.12491149|0.034359135|0.5518039|0.38129115|-0.38883907|-0.08150183|0.18223597|-0.09222764|-0.40864092|-0.42464447|-0.3264357|0.37680793|-0.22458677|-0.33205986|-0.26891688|0.119720235|0.34453326|0.10100614|-0.011501703|-0.13257048|0.22587995|0.15698048|-0.3174122|-0.37814957|0.28468853|-0.32800144|-0.37760234
43;0.4425452|-0.35103053|-0.23719555|0.18266931|0.16569637|-0.54836124|0.5670096|0.178146|-0.5378173|0.37641487|0.39817396|0.09353751|0.5155831|0.34596252|0.5486322|0.067092694|0.4443616|0.23105378|-0.13668872|0.55907017|0.4309563|-0.34562975|-0.3914315|0.45849818|-0.018942825|-0.29496095|0.39243466|-0.6561985|-0.24782433|0.4069197|-0.29336226|-0.43960375|-0.33132863|0.33785868|-0.5201514|-0.39148882|0.16851786|-0.40821514|-0.383921|0.20789932|-0.21581602|0.38169286|-0.3849869|0.27942026|-0.34922433|-0.3456847|-0.43562025|0.14500614|0.24184354|0.30969235|0.35241288|0.04681079|0.6569088|-0.002011031|0.3545037|-0.23296915|0.18893228|-0.3904883|-0.354509|0.5397841|-0.42023867|0.20897532|-0.3450843|0.07390687|-0.04974134|-0.22209518|-0.44765577|-0.047937736|0.24686293|-0.0734682|-0.5767448|-0.35600835|0.11456757|0.11795728|0.0026882738|0.52208096|0.36699438|-0.43199554|-0.281711|-0.009454213|0.0688666|-0.3774118|-0.35807055|-0.33847046|0.43174034|-0.36110526|-0.3605599|-0.2308241|0.013123143|0.5067891|0.29362008|0.17986223|-0.18680188|0.42948306|0.19227672|-0.34414518|-0.5826056|0.34974185|-0.24242711|-0.48999852
44;0.50737613|-0.2603624|-0.30768713|0.26676172|-0.6150161|-0.18459333|0.79350495|0.1693674|-0.42115888|0.1936864|0.15253058|-0.16263768|0.31191644|0.19957767|0.36496407|0.17128772|0.51986474|0.04351984|-0.3523025|0.66750324|-0.008818805|-0.51768345|-0.2806391|0.22195287|-0.2950593|-0.1335489|0.3791306|-0.17295317|-0.21962926|0.40087795|0.008346856|-0.35923356|-0.14609888|0.41004932|-0.41041392|-0.25630474|0.5055003|-0.32726985|-0.52241004|0.07558185|-0.27142844|0.643677|-0.4796952|0.38244364|-0.24808471|-0.54162526|-0.55201817|0.6841086|0.45013884|0.5329857|0.5358582|0.4464279|0.30207124|0.05923322|0.5670624|-0.21372622|0.23660164|-0.5746964|-0.39542046|0.4865655|-0.52852947|0.2486692|-0.44798672|0.19574733|0.058402497|-0.12609798|-0.2518672|0.3544863|0.4103348|-0.09101595|-0.23852313|-0.25199005|0.144036|-0.06656791|0.3731699|0.43519673|0.29767835|-0.24598876|-0.32817256|-0.10424982|-0.19739236|-0.45834965|-0.52606815|-0.34583786|0.21220776|-0.25551942|-0.35331717|-0.29947126|-0.004017036|0.12527359|0.32913485|-0.085928336|-0.0706487|0.3911019|0.3912574|-0.26059008|-0.2919608|0.054509714|-0.48700377|-0.2587931
45;0.34255216|-0.15854657|-0.28520703|0.26822844|0.18193093|-0.2854035|0.6057291|0.16013497|-0.33166552|0.39232108|0.26754248|0.13822876|0.38959804|0.31674013|0.43105286|-0.0928541|0.21396749|0.08434068|-0.38117844|0.4876715|0.17866498|-0.18662922|-0.45663336|0.3072825|-0.2431143|-0.31762338|0.5039713|-0.26151723|-0.18688445|0.24952255|-0.16738544|-0.29411772|-0.4895629|0.1412378|-0.45602238|-0.116216004|0.22019783|-0.15599039|-0.24925962|0.3869171|-0.14483011|0.28813803|-0.24807648|0.38424063|-0.11206668|-0.2026743|-0.4540929|0.2639213|0.43702123|0.099833444|0.56025517|0.24115768|0.4713167|0.17905667|0.2900306|-0.58453166|0.45277548|-0.44880137|-0.19067334|0.50946134|-0.5136534|0.39706275|-0.34496775|0.32705367|-0.043744054|-0.21802795|-0.3800838|0.11604828|-0.032476753|0.051176667|-0.23945142|-0.43758187|0.317429|0.061424345|0.09875737|0.40363115|0.31357983|-0.15468486|-0.26905555|0.034553032|-0.026428405|-0.2365904|-0.32237414|-0.364353|0.4177845|-0.055192336|-0.12461008|-0.3003315|-0.1643192|0.2644058|0.044272713|-0.22294804|-0.347933|0.31243128|-0.13340485|-0.33384466|-0.4003798|0.5314932|-0.15552184|-0.44834736
46;0.52338266|-0.27333397|-0.49528998|0.34236947|-0.032955922|-0.42984617|0.584968|0.1322358|-0.10735625|0.1279299|0.4608961|0.011930745|0.48021382|0.4711481|0.47949782|-0.0683489|0.20654076|0.21389037|-0.3480575|0.6130831|0.43906832|-0.348809|-0.31674665|0.4309951|-0.12315841|-0.1906226|0.41408518|-0.48006973|-0.5592272|0.3676285|-0.15504563|-0.34812638|-0.50156486|0.07131015|-0.2816834|-0.40872937|0.42118227|-0.1590726|-0.29029202|0.20583439|-0.48249942|0.54352385|-0.34902766|0.197613|-0.1210602|-0.43355846|-0.53100693|0.17277052|0.46317375|0.15923682|0.6142031|0.22291535|0.4632444|0.114323884|0.50359905|-0.60630363|0.44227207|-0.24321748|-0.44050294|0.4317846|-0.5479721|0.2499814|-0.38486212|0.4581139|0.26920235|-0.102847174|-0.28238946|0.12252701|0.4073717|-0.16162933|-0.29476827|-0.27497393|0.4583565|-0.04282227|0.3692537|0.5915253|0.4744409|-0.37363216|0.03662485|0.13425142|-0.337375|-0.15586162|-0.1961322|-0.23865767|0.2374756|0.065517575|-0.33493823|-0.1847273|0.34419405|0.50147974|0.07909557|-0.06714959|-0.0214556|0.39388737|-0.0022206903|-0.4364317|-0.3637516|0.14433812|-0.12345821|-0.5098275
47;0.41528222|-0.543251|-0.39881635|0.34562644|-0.091013595|-0.71769756|0.6820267|0.266046|-0.7115066|0.3516395|0.46792114|-0.024415404|0.18376988|0.27647942|0.53715515|-0.06989873|0.43132207|0.5890247|-0.3292883|0.52495575|0.466119|-0.26763624|-0.26378208|0.4283367|0.15225619|-0.49661872|0.38333693|-0.5243539|-0.3031596|0.2771623|0.0005057901|-0.7156929|-0.48274532|0.14792606|-0.50397223|-0.2932577|0.4405933|-0.24344037|0.0826284|-0.034299284|-0.37265226|0.37924895|-0.35086134|0.32744256|-0.13528535|-0.35916328|-0.47648796|0.1988776|0.36524695|-0.24159819|0.6443646|0.31394213|0.8052752|0.18475193|0.6312417|-0.69420683|0.5973282|-0.40207982|-0.22714779|0.38770062|-0.46257645|0.003686428|-0.13843644|0.5753694|0.011834383|-0.41457057|-0.4765671|0.11983469|0.23890167|0.15545362|-0.21006475|-0.5108905|0.35231543|-0.19256276|0.5644108|0.3495976|0.5063323|-0.2850888|-0.1920503|0.19961743|-0.012695868|-0.3818711|-0.13955054|-0.48055273|0.4117137|-0.25777215|-0.4165407|-0.53099906|-0.013965663|0.94809574|0.1795583|0.17665383|-0.12256205|0.18111575|0.2146517|-0.38620183|-0.3590814|0.234784|-0.20152716|-0.6107798
48;0.3927795|-0.38762826|-0.33443308|0.29721683|-0.0619746|-0.44953474|0.64061713|0.094417304|-0.35284424|0.06603517|0.17728014|0.17554209|0.2246825|0.44770408|0.49668875|-0.020527199|0.32762277|0.24541783|-0.14553812|0.5706215|0.49575543|-0.16299403|-0.45899126|0.36632517|-0.26066816|-0.40677798|0.5581285|-0.27278987|-0.2400558|0.38860303|-0.38885564|-0.35604256|-0.34927788|0.12418068|-0.5593416|-0.124750346|0.4985737|-0.26354975|-0.38074303|0.21440896|-0.49433726|0.4577829|-0.4312766|0.35194424|-0.029716253|-0.37872246|-0.43572342|0.31365365|0.39561084|0.31671745|0.5175764|0.20324087|0.58278584|0.24667963|0.48054817|-0.53944993|0.372598|-0.19425629|-0.40842742|0.52111316|-0.48215514|0.4584093|-0.4510245|0.2224992|0.0463029|-0.12848441|-0.5272335|0.2346349|0.30830854|-0.19432332|-0.2733736|-0.4063731|0.35564673|0.15310511|0.20719907|0.5324743|0.14873376|-0.40191567|-0.38243985|0.03216049|-0.10219685|-0.48344234|-0.2175082|-0.44348672|0.49785206|-0.4566072|-0.37090218|-0.4902745|-0.15043682|0.39310056|0.15455419|-0.2415165|-0.2794531|0.17234813|0.15673299|-0.22696365|-0.38815114|0.27803993|-0.34783077|-0.75989884
49;-0.062458187|-0.09034273|-0.25862777|0.49078444|0.38127822|-0.8886748|0.95704913|0.49857107|-0.4100972|0.68744713|-0.59591496|-0.78812724|0.024922729|0.2536854|0.8863745|0.13298139|0.7388675|0.16636384|-0.47644067|0.5963377|0.45318133|-0.7220869|-0.35499614|0.007286966|0.39678147|-0.33901554|0.41484|-0.32848465|0.6721778|0.96876794|-0.3239838|-0.59855145|-0.89086664|0.18996485|-0.4742161|-0.61447394|-0.41377297|-0.724337|-0.1266532|-0.49345693|-1.1030295|0.9029433|-0.44713807|0.31629762|-0.77353066|0.1131759|-0.6605349|0.0002142191|0.50885886|0.44147825|0.4888167|0.2751058|0.11437169|0.8364372|0.074896604|0.23034415|0.21404749|-0.04205841|0.24126452|0.9301125|-0.6419627|0.19737011|-0.3829098|0.42242092|0.052379426|-1.0670277|-0.08389366|-0.38107252|0.45426473|-0.8745141|0.11563903|0.056919426|0.18780537|-0.804176|-0.11210169|0.8294625|0.43742123|-0.8072463|-0.26866588|0.29650086|0.13810486|-0.5388931|-0.5140218|-0.21041274|0.36442965|-1.0251465|-0.6319636|0.8555201|-0.11962496|0.8497211|0.8852935|0.7988318|0.21909672|-0.25325242|0.17118797|-0.24804713|-0.40516478|-0.24990904|0.5518987|0.3278193
50;0.5489804|-0.48493809|-0.2633416|0.29346|0.3671445|-0.37775588|0.48403284|-0.055002168|-0.21366657|0.2617197|0.3282377|0.05889161|0.4156972|0.54622316|0.4001644|0.003050506|0.5164143|0.16669081|-0.2993507|0.5651606|0.35871464|-0.38018596|-0.6153501|0.34969836|-0.1963604|-0.31141353|0.43128765|-0.5258337|-0.19040541|0.3785214|-0.351427|-0.29219738|-0.48422828|0.10037798|-0.7391441|-0.39734268|0.21800694|0.17827591|-0.2490058|0.21875477|-0.2012119|0.5862143|-0.45186013|0.32530284|-0.28799084|-0.29201496|-0.47494394|0.41390577|0.2729867|0.3198906|0.41344|0.13701347|0.5415743|0.2208407|0.34869635|-0.23609786|0.44472992|-0.55552083|-0.16378438|0.6771694|-0.57392526|0.26019898|-0.45288283|-0.024475887|0.14696379|-0.308677|-0.34609905|0.1902948|0.20940472|-0.13120504|-0.30927682|-0.3635047|0.15949866|-0.0103138555|0.03510482|0.650134|0.14304183|-0.38806596|-0.0472396|-0.07294887|0.09807191|-0.3450661|-0.3305861|-0.3674171|0.34165058|-0.6600406|-0.34877357|-0.33151454|0.07441818|0.4904104|0.31478196|-0.1821664|-0.33881843|0.43046916|0.30953538|-0.2136497|-0.42650026|0.29746115|-0.42934632|-0.65176606
51;0.28443348|-0.6236752|-0.35439166|0.19063848|0.29628456|-0.5643718|0.52105033|0.18894698|-0.2550363|0.2337467|0.33065915|0.08732522|0.48785377|0.6756545|0.48024228|-0.14005975|0.408245|0.1434682|-0.3864468|0.47917166|0.34541303|-0.42934608|-0.4784107|0.217095|-0.1173458|-0.34544235|0.38971338|-0.3971179|-0.0678754|0.28298986|-0.29234624|-0.30584478|-0.42704836|0.05673048|-0.43769273|-0.24959904|0.3683297|-0.37609622|-0.44007516|0.18074003|-0.3338814|0.42421934|-0.374705|0.52525246|-0.048317194|-0.28292602|-0.3495232|0.046619162|0.37479898|0.2865017|0.5123292|0.1140125|0.397599|0.19961174|0.3400674|-0.3818826|0.27398735|-0.49309686|-0.17296329|0.8059345|-0.33225024|0.08942863|-0.32418457|0.2982608|0.243397|-0.27472162|-0.23833245|0.16943021|0.17520794|-0.023794431|-0.50019276|-0.36205617|0.29317603|0.05642647|0.20235215|0.6267663|0.23742706|-0.15358593|-0.043982625|-0.076426946|-0.002772592|-0.38060093|-0.25483358|-0.1897782|0.38332862|-0.3130995|-0.22826251|-0.4205092|-0.022434989|0.49532664|0.25938535|-0.06346176|-0.17470002|0.2515838|-0.047033742|-0.35897073|-0.37093318|0.29154223|-0.26926002|-0.49654692
52;0.5500294|-0.17944844|-0.19220886|0.37187245|0.019569091|-0.056952626|0.4422512|0.21215613|-0.5340306|0.3343817|0.2708661|0.041077115|0.60110176|0.58711094|0.36171496|-0.03866687|0.18020011|0.092011765|-0.35521638|0.2967096|0.4422359|-0.31988162|-0.47919115|0.49361402|-0.23310879|-0.39713442|0.38644084|-0.41139516|-0.15488963|0.28584996|-0.27306882|-0.30117086|-0.36845636|0.25667486|-0.34944946|-0.41948694|0.39595753|-0.6004909|-0.4011275|0.20609473|-0.11456214|0.26382703|-0.25997236|0.28353068|-0.19499196|-0.14908025|-0.30918768|0.20190331|0.17405596|0.29833528|0.5128378|0.22179212|0.52837014|0.2556734|0.17999545|-0.6998415|0.5295893|-0.41107836|-0.29312074|0.36470973|-0.45094302|0.059019536|-0.2435659|0.47964388|-0.033744488|-0.35272816|-0.33924547|-0.10821505|0.27017578|-0.16067404|-0.43315828|-0.302675|0.26612735|0.03277581|0.23153472|0.41578376|0.46953383|-0.42121646|-0.24147083|0.15960018|-0.08290576|-0.07630248|-0.31058937|-0.24870804|-0.0009653568|-0.48964107|-0.2908363|-0.2431176|-0.123955004|0.40519693|-0.015439697|-0.047721036|-0.23829642|0.14591157|-0.08788204|-0.39203897|-0.3714713|0.4480839|-0.4353815|-0.46692735
53;0.36095667|-0.29817134|-0.47539866|0.22585082|0.021321613|-0.35802135|0.63827044|0.1583026|-0.44666204|0.27996248|0.25562572|0.22163865|0.6051288|0.40903234|0.5141609|0.0038274229|0.31897604|0.28816152|-0.20075215|0.5276711|0.35026845|-0.25784484|-0.59561515|0.52317876|-0.1935066|-0.40746135|0.38677537|-0.49319297|-0.27854624|0.3001874|-0.15406679|-0.55747664|-0.44765797|0.42564833|-0.5152842|-0.5594852|0.21309291|-0.18891466|-0.45228332|0.04670483|-0.4646058|0.5839552|-0.23080297|-0.04109606|-0.27645826|-0.28609648|-0.3291145|0.39387178|0.25062847|0.16496634|0.48240405|0.21230632|0.3536338|0.026093319|0.46388513|-0.40991962|0.46659857|-0.42319354|-0.43410453|0.49202195|-0.6277894|0.29816782|-0.14814648|0.25477144|0.113010034|-0.23009428|-0.39972052|0.10563377|0.10732232|0.106149554|-0.46052784|-0.46052483|0.20450783|-0.0023220726|0.1453202|0.7676568|0.563318|-0.38699946|-0.122379966|0.047355913|-0.08132874|-0.33501565|-0.39700824|-0.39200982|0.35820884|-0.11106102|-0.13966855|-0.176236|-0.26514667|0.32661647|-0.042294405|-0.16689631|0.07945803|0.42433432|0.21914904|-0.37249202|-0.46000388|0.3530929|-0.17345218|-0.4805467
54;0.15912908|-0.36205193|-0.3213458|0.2001836|-0.05275959|-0.2811005|0.67895174|0.12807782|-0.37117964|0.119939424|0.3107701|0.0009993259|0.3128553|0.40552232|0.46681476|-0.1332883|0.3079435|0.4480352|-0.4251082|0.5956418|0.05553609|-0.05030662|-0.48025337|0.5067735|-0.12919162|-0.2941329|0.17748171|-0.34305936|-0.24946365|0.23221436|-0.33886543|-0.40467897|-0.44123405|-0.06433456|-0.32864374|-0.40436175|0.35020018|-0.14114618|-0.17966023|0.017764196|-0.28436437|0.3766938|-0.3911352|0.3144064|-0.09750028|-0.35350847|-0.37165642|0.028857127|0.46891868|-0.09926221|0.55463445|0.32514614|0.5265882|0.097704016|0.3709133|-0.20850277|0.37188253|-0.38299635|-0.47333455|0.5521101|-0.24573842|0.49690187|-0.49834374|0.06689528|-0.0114313625|-0.49588078|-0.44350195|0.14022812|0.3140186|0.020976283|-0.52122146|-0.36703745|0.42788753|0.17056145|0.18552867|0.49086413|-0.030372858|-0.38800156|-0.09004231|-0.21006869|-0.09500915|-0.45170525|-0.38906786|-0.2508595|0.26645088|-0.20530513|-0.4671232|-0.3863852|0.5424444|0.55813855|0.17511839|0.013854198|-0.17160009|0.40477586|0.09333407|-0.46829253|-0.36740914|0.27116457|-0.06440191|-0.26080328
55;0.6138303|-0.1886573|-0.5433357|0.10077067|-0.22506544|-0.22886272|0.5909952|0.06161195|0.06815156|0.20396747|0.37173694|0.398624|0.41131318|0.44767943|0.50923264|0.2487045|0.57222533|0.39418122|-0.19172145|1.1133859|-0.1611144|-0.34780586|0.002532035|0.12752794|0.116382055|-0.3411873|0.30248117|-0.33413044|-0.74836457|0.35149807|-0.109980516|-0.24576467|-0.725649|0.39248657|-0.7336801|-0.1304406|-0.23976633|0.2768249|-0.44230917|0.18754253|-0.110838845|0.4953473|-0.05784166|-0.3925891|-0.21062842|-0.90147233|-0.18727684|0.29432282|0.4752846|0.19410126|0.45957682|0.170749|0.35554487|-0.05550854|0.33686766|-0.55893195|0.4388352|-0.58672905|-0.38371873|0.54880637|-0.9609553|0.7997205|-0.42440966|0.5799387|0.10246818|-0.063783765|0.10723305|1.0678606|0.2840605|0.27462846|-0.2108899|-0.41452962|0.37118328|0.047698252|-0.30559227|1.0986662|-0.0022269487|-0.46405494|0.30929023|-0.5432311|0.34687638|-0.20733272|-0.04804346|-0.70522153|0.39242038|-0.3138334|-0.1439654|-0.92485094|0.28953582|0.27145767|0.07892896|-0.17928377|-0.7294387|0.58660185|-0.017837256|-0.30396944|-0.2601506|0.3293684|-0.16553217|0.20628494
56;0.337555|-0.33764637|-0.25808552|0.21012999|0.16285089|-0.23635273|0.6011815|0.2716512|-0.40592685|0.23299304|0.27053344|-0.07232499|0.17698242|0.35074958|0.4942124|-0.48556754|0.35424396|-0.1423223|-0.18141182|0.49062553|0.15538156|-0.3788033|-0.56871384|0.14947793|-0.25946254|-0.49119097|0.37036812|-0.5912641|-0.3010365|0.22636206|-0.38173193|-0.34268102|-0.5766813|0.31608915|-0.6160191|-0.16831125|0.48497617|-0.20751613|-0.68508613|-0.0023424476|-0.3246643|0.57370234|-0.33797744|0.4864434|-0.21160167|-0.26501966|-0.35818568|0.31880623|0.2878758|0.24069385|0.5125592|0.3254541|0.4987406|0.26835197|0.4587939|-0.46801674|0.5704508|-0.45435342|-0.15267465|0.55298203|-0.28557968|0.11982177|-0.350716|0.3503096|0.09386136|-0.1920858|-0.5165028|0.473099|0.24252146|-0.041713007|-0.52827847|-0.28271258|0.075515375|0.12757964|0.20399544|0.732054|0.34894323|-0.37897906|-0.2754503|0.3210069|0.06312037|-0.3047109|-0.53687173|-0.2221157|0.28926313|-0.20122425|-0.3092819|-0.19289711|-0.046911836|0.4583046|0.40925694|-0.18093285|-0.32994604|0.050223947|0.08316542|-0.34905353|-0.5401313|0.34870875|-0.31954664|-0.59654355
57;0.4928797|-0.21987458|-0.4411232|0.19276348|-0.0103839375|-0.40215775|0.88689137|0.0989573|-0.31092772|0.24387397|0.23998357|0.26923373|0.77254725|0.5788667|0.53149235|-0.12669367|0.49059892|0.32375574|-0.34197575|0.40705553|0.23627433|-0.22069567|-0.51385367|0.61455554|-0.071952075|-0.56200683|0.7340511|-0.3060608|-0.5339196|0.33820012|0.029654965|-0.14837915|-0.6815143|0.27100843|-0.5883742|-0.4183328|0.403588|-0.104102865|-0.22217518|0.4243517|-0.030276522|0.058570266|-0.27349943|0.3558104|-0.15452263|-0.51367384|-0.487692|0.16895783|0.5927561|0.02274999|0.5527545|0.11443418|0.3203834|0.18458152|0.4158398|-0.7356687|0.61606205|-0.47747102|-0.13948587|0.6632889|-0.51442206|0.41274285|-0.32952607|0.22738728|0.07031406|-0.47001627|-0.45323935|0.17351463|0.36482358|-0.032662828|-0.5099103|-0.5581323|0.33134323|-0.012274947|0.1663075|0.50594115|0.56506|-0.39397818|0.15655322|0.2899671|-0.162475|0.14132357|-0.48552006|-0.3183956|0.44614246|-0.26872918|-0.32234615|-0.1593853|0.105446674|0.43303773|0.015935719|-0.07243804|-0.17173555|0.058705106|0.088623464|-0.33929002|-0.3753318|0.23539236|-0.26896802|-0.57227045
58;0.3787747|-0.36273855|-0.1298244|0.1994077|-0.0122340005|-0.21937943|0.52546453|0.18742298|-0.5423943|-0.044487968|0.39736652|-0.03288137|0.35194367|0.57032377|0.39691168|0.027500719|0.63167185|0.15295306|-0.0683088|0.34550685|0.036917627|-0.42614666|-0.45719725|0.23613712|-0.2362784|-0.30624482|0.40359673|-0.31414178|-0.19160789|0.4296297|-0.33817214|-0.43149626|-0.59852374|0.44574624|-0.37730765|-0.70248497|0.32615042|-0.3725515|-0.48199755|0.14809304|-0.53010184|0.46924156|-0.40584838|0.3063346|-0.27413002|-0.45531493|-0.5629791|0.4264375|0.47193608|0.40618825|0.42364073|0.24300651|0.20705953|0.115271|0.32402992|-0.17012638|0.2990715|-0.39039057|-0.41482735|0.54124945|-0.556408|0.34779572|-0.6005447|0.17081833|0.14252257|-0.29713798|-0.25961697|0.121232815|0.18811911|-0.12634344|-0.29119956|-0.3855103|0.22822759|-0.094823346|0.27015606|0.40817595|0.22889107|-0.3926853|-0.44181907|0.09973692|-0.06534898|-0.53401357|-0.18041927|-0.32177743|0.30041778|-0.08837378|-0.49236408|-0.16124125|0.11761243|0.5964259|0.14998195|-0.00985913|-0.14718759|0.2679953|0.13741335|-0.28666124|-0.2737464|0.18351966|-0.33622694|-0.43381923
59;0.29874253|-0.19240321|-0.24699166|0.07357764|0.22788446|-0.48779708|0.73435235|0.214611|-0.598303|0.17908171|0.19472295|-0.0020233244|0.39410433|0.45967755|0.49004072|-0.2452673|0.2320096|0.14519769|-0.21011844|0.5896218|0.1783373|-0.5213404|-0.5477795|0.31646556|-0.075218454|-0.5709455|0.43635768|-0.22472838|-0.3385389|0.34174615|-0.40264565|-0.61468214|-0.55273885|0.65630656|-0.40710244|-0.42269063|0.24591382|-0.31558147|-0.31620833|0.06701061|-0.30372977|0.39408344|-0.2993461|0.22730938|-0.079132974|-0.38513654|-0.51604444|0.030188337|0.30757928|-0.040729806|0.47438455|0.43871313|0.3056811|0.1296276|0.31792867|-0.53431624|0.6089615|-0.4489744|-0.44488388|0.7615644|-0.60630333|0.069294825|-0.22944982|0.5016662|-0.03021508|-0.3435198|-0.49955192|0.2620094|0.40941533|0.01517906|-0.27147925|-0.55548394|0.115090966|0.16846429|0.08433957|0.3632373|0.41242117|-0.2338195|-0.17628887|0.29878712|-0.15756392|-0.116257176|-0.31482685|-0.25413573|0.29150692|-0.25124213|-0.4818542|-0.26420975|-0.050025295|0.43806225|0.23444667|0.16455129|-0.086172655|0.16617332|0.18266119|-0.2327584|-0.25366133|0.19507337|-0.21731953|-0.4121924
60;0.43674052|-0.20644131|-0.4197323|0.20320404|0.14922698|-0.39323202|0.56919616|0.20416518|-0.27972427|0.13111278|0.2596238|-0.11231943|0.4932007|0.25295705|0.42945877|-0.14511321|0.21144764|0.1609439|-0.21495533|0.41050547|0.4251451|-0.36819738|-0.51170623|0.43611526|-0.1686186|-0.45373005|0.4966049|-0.45107687|-0.18589815|0.40479413|-0.27897474|-0.39644033|-0.47173017|0.29726213|-0.47790903|-0.20303002|0.42763084|-0.57619876|-0.32429484|0.10704692|-0.26047912|0.5505005|-0.26291037|0.16517532|-0.09939805|-0.32723466|-0.37389642|0.028192014|0.124363184|0.3037442|0.44268164|0.1771814|0.5235191|0.0067230165|0.31327865|-0.4775622|0.41959083|-0.24386863|-0.14169864|0.5847422|-0.35071105|0.29660207|-0.19485573|0.33008236|0.06634336|-0.32088816|-0.38103163|0.22855023|0.39805925|-0.19949563|-0.26068747|-0.44235256|-0.0390006|-0.0048275846|0.25236154|0.44982174|0.2834381|-0.42048612|-0.29305992|-0.037898704|0.047140986|-0.35881338|-0.30038092|-0.27826756|0.32422656|-0.13505019|-0.28850314|-0.032419354|-0.109207794|0.44838294|-0.010964565|0.0064907894|-0.16302675|0.42046908|0.15353009|-0.28703636|-0.43144783|0.40226287|-0.1681066|-0.39825585
61;0.2808902|-0.5170224|-0.30658495|0.24515787|0.020200353|-0.42453963|0.56703955|0.15428576|-0.3121142|0.31236655|0.53938407|0.25253487|0.33363146|0.17625187|0.3680553|0.049849994|0.4109592|0.2801242|-0.24008729|0.66784096|0.26859972|-0.33078673|-0.47477525|0.17178108|-0.01198817|-0.25005424|0.3359043|-0.3956813|-0.4881915|0.15886275|0.00042323768|-0.49861068|-0.4294832|0.111647666|-0.40094486|-0.39405498|0.3619822|-0.18410447|-0.2509753|0.30034316|-0.17612988|0.39333907|-0.3791284|0.4369204|0.0074575394|-0.59403336|-0.51593053|0.14220808|0.24677357|0.11850981|0.4530418|0.15879935|0.5214512|0.19939014|0.72463214|-0.57079166|0.41175267|-0.5603877|-0.13285044|0.35380536|-0.53858066|0.32839188|-0.48115987|-0.15935297|0.03895913|-0.021416634|-0.6227181|-0.10117164|0.36964023|-0.09869064|-0.30990034|-0.6189705|0.22573252|-0.07183151|0.091285296|0.33317488|0.36978936|-0.18596718|-0.1411063|0.042257518|-0.13676763|-0.054988384|-0.23641607|-0.3301988|0.40881103|-0.27823263|-0.15401623|-0.46197212|-0.0015107752|0.33317026|0.046963803|-0.11699532|-0.45456824|0.42206612|0.011628509|-0.34243187|-0.41384748|0.06773281|-0.18372232|-0.5514113
