item_id;vectors
167;-0.60188705|-0.3367079|-0.13945584|-0.34717536|-0.47511274|-0.32939857|0.2746771|-0.33656454|-0.3931991|0.4852612|0.38191298|0.4971506|-0.35526806|0.27609444|0.35785788|-0.16277753|0.29115468|0.16392222|0.4895236|0.112652645|0.27713|-0.15841015|-0.47627836|-0.4543223|-0.48208934|0.3888198|-0.6347767|-0.22059287|0.3822246|-0.40940517|0.547969|0.6593242|0.39889717|-0.38452864|-0.66652936|0.24435997|0.7886415|0.17806399|-0.073036626|0.21511404|0.094143555|-0.29042858|0.44308296|-0.3456517|-0.48412257|-0.11730903|-0.21350978|-0.6972016|-0.39672726|-0.32616457|0.29588604|-0.15246618|-0.00033214316|-0.30359706|-0.41767344|0.08671859|0.23824584|0.40204674|0.5446755|0.49723592|-0.06892051|-0.594934|0.127292|0.41526863|-0.40732756|0.20861937|0.4471606|-0.059580952|0.41798702|0.1268982|0.16358261|0.0042865127|-0.5042432|0.0883386|0.31379086|0.10902265|0.2436507|0.3613969|0.52518207|-0.20761265|0.4774748|-0.44440362|-0.58151484|-0.1586101|-0.58841884|0.25188288|-0.48434293|0.15909052|0.25249106|0.42944938|-0.052780002|0.5491541|-0.10749541|-0.45554772|-0.5585003|0.4599791|-0.42445162|0.43249178|0.42454025|0.31928846
168;-0.52409756|-0.17943841|0.078759685|-0.19219607|-0.44691432|-0.33055928|0.20158255|-0.1975298|-0.42837054|0.5065893|0.3894636|0.39142358|-0.36097187|0.37394258|0.460094|-0.37425104|0.2352868|0.1802902|0.36661065|0.23822343|0.47166988|-0.2366556|-0.49132133|-0.25867927|-0.49611437|0.44992623|-0.4394472|-0.32640007|0.6563369|-0.5056478|0.6259362|0.48398793|0.47257566|-0.46436384|-0.47202086|0.24167746|0.45246908|0.41940954|-0.16071787|0.13377419|0.1674824|-0.3970185|0.26541185|-0.3819573|-0.43537003|-0.19943544|-0.4986592|-0.57890594|-0.40838313|-0.4184106|0.6169672|0.035994515|-0.1101699|-0.39986154|-0.6054173|0.19415574|0.59546053|0.010226898|0.29968482|0.25574258|-0.056964744|-0.4724616|-0.07844383|0.5287805|-0.32073492|0.44349036|0.20293255|-0.27086854|0.63616806|0.32893533|0.3018198|0.26675454|-0.34523785|0.14730023|0.36613685|0.22515853|0.07229225|0.32398948|0.52836764|-0.14593028|0.34477875|-0.3972594|-0.5218874|-0.28372395|-0.20630181|0.18816525|-0.48286337|0.40643895|0.39312384|0.17867637|0.15207736|0.65982443|-0.03624702|-0.5049067|-0.56510836|0.4502774|-0.42472112|0.047444835|0.49571195|0.14595428
169;-0.31435466|-0.298845|-1.00284815e-05|-0.4255091|-0.4328837|-0.21775186|0.29587433|-0.3166939|-0.33794653|0.48800206|0.31043416|0.26606968|-0.48527187|0.5205643|0.4221983|-0.016344652|0.25764158|0.16984366|0.36685672|0.20287246|0.30076927|-0.2959017|-0.22450888|-0.36064932|-0.29327542|0.4502787|-0.44739485|-0.14970295|0.33678475|-0.59592915|0.4220206|0.4498556|0.46062386|-0.43039975|-0.44340837|0.22703159|0.5424101|0.3916792|-0.23233838|0.0725241|0.035498|-0.39501777|0.47235373|-0.1886975|-0.23201191|0.01705131|-0.2503146|-0.45242587|-0.3637436|-0.5274028|0.5768491|-0.13414998|-0.077659234|-0.3544869|-0.44709098|-0.0013435632|0.22246411|0.07200104|0.44417623|0.22252509|-0.04995485|-0.3853576|0.21942204|0.49207923|-0.44090402|0.5328173|0.31879914|-0.09701371|0.42359015|0.56383014|0.25183097|0.28951463|-0.19435829|0.36109978|0.3042844|0.3139547|0.19723725|0.38345325|0.13798276|-0.09546647|0.3387969|-0.43328485|-0.53431267|-0.34196758|-0.2812081|0.28586093|-0.45993987|0.21196714|0.4525043|0.23077287|0.061117515|0.5074426|0.08060329|-0.47173393|-0.47468674|0.52734303|-0.48198086|0.26846054|0.48668674|0.1999135
170;-0.33016473|-0.33120364|-0.09460358|-0.36179933|-0.34147608|-0.152671|0.26944318|-0.24156329|-0.40747055|0.45016995|0.5188744|0.29339528|-0.38019922|0.2560702|0.47833377|-0.1407387|0.30311507|-0.08135061|0.5589146|0.26364627|0.5389085|-0.41479623|-0.21512365|-0.4918693|-0.49815616|0.37453258|-0.4461642|-0.15398034|0.3908974|-0.35034025|0.4942882|0.3522139|0.56728566|-0.27984118|-0.54951257|0.298902|0.49720636|0.37378803|-0.32268703|0.23123804|0.00553675|-0.20980263|0.39529085|-0.3733586|-0.36706847|-0.068617165|-0.28791648|-0.42657378|-0.49410444|-0.34896845|0.4267767|-0.17459816|-0.13217323|-0.34262744|-0.5311313|0.0978437|0.39120084|0.2695375|0.5029897|0.17138472|0.16772719|-0.48929283|0.109882176|0.42721426|-0.506394|0.39649853|0.22998613|-0.20924631|0.6089444|0.30463108|0.26632088|0.026376188|-0.32262278|0.4040803|0.20818797|0.17795418|0.24405107|0.42863292|0.44064826|0.005917959|0.4209998|-0.34482488|-0.4810004|-0.24993071|-0.48956734|0.03673297|-0.4345613|0.17680821|0.489773|0.17122826|0.09262484|0.5340663|0.09505974|-0.3021564|-0.37925258|0.4216988|-0.5356394|0.37770623|0.36130998|0.29934213
171;-0.48726305|-0.20541349|0.02251511|-0.35423884|-0.5891677|-0.19027305|0.28263703|-0.2225657|-0.29616606|0.5546255|0.6532742|0.4415018|-0.5168989|0.44610065|0.39078256|0.12777777|0.030704468|0.29539764|0.25262576|0.4225154|0.672024|-0.62581027|-0.08506751|-0.10808647|-0.43519375|0.47762972|-0.4099245|-0.021527648|0.55993205|-0.5876883|0.4319042|0.112596035|0.4147799|-0.260491|-0.51219875|0.388329|0.46537313|0.18669698|-0.35008538|-0.20335919|-0.022008702|-0.30475444|0.15819718|-0.45384857|-0.4050322|-0.16652109|-0.58011544|-0.43392086|-0.28708252|-0.41903824|0.42874658|-0.22263989|-0.09359288|-0.29586062|-0.54198086|0.4080551|0.10414468|0.15528461|0.5706175|0.42859542|-0.051808394|-0.6115266|0.030991882|0.419858|-0.5855832|0.55043554|0.36701164|-0.23426412|0.57524264|0.2343073|0.04165323|0.23778221|-0.20335066|0.28773987|0.3604479|0.25031567|0.039994992|0.32801074|0.34759155|-0.037388064|0.7392299|-0.53937376|-0.44894868|-0.027890086|-0.20311812|0.4478383|-0.46007755|0.37298226|0.5773744|0.33643752|-0.13077134|0.29521602|-0.041562222|-0.35035795|-0.62068665|0.38145334|-0.39022076|0.3240415|0.30195126|0.14533159
172;-0.39214227|-0.19067287|0.07424942|-0.061416537|-0.4501649|-0.13105376|0.091706514|-0.21820472|-0.31627953|0.3279683|0.258179|0.24509117|-0.4801488|0.15909867|0.44144392|-0.47642112|0.2684633|0.0064412355|0.61148137|0.08449337|0.5142287|-0.583597|-0.43454134|-0.29235414|-0.45981377|0.492754|-0.5419502|-0.016584039|0.6049553|-0.5833615|0.39523435|0.38198382|0.3906489|-0.4068613|-0.6524962|0.25298354|0.61121494|0.30992407|-0.18712667|0.31978416|-0.12781857|-0.15093896|0.40165758|-0.4556658|-0.22548066|-0.29497558|-0.28006634|-0.60994613|-0.5893351|-0.5476054|0.6345126|-0.2759962|0.033670295|-0.31756026|-0.48266774|-0.012568288|0.39643735|0.05821486|0.48624578|0.06924999|-0.083859|-0.49945626|0.03945814|0.37708253|-0.15767993|0.29834226|0.26938584|-0.32439938|0.40083325|0.30704015|0.17713922|0.052057654|-0.1489907|0.24943861|0.35062113|0.37506035|0.2338584|0.15209328|0.2936101|0.041003987|0.39812732|-0.54693735|-0.69083714|-0.28801438|-0.22609916|0.19964555|-0.30883884|0.20398301|0.35376364|0.43327677|0.18030806|0.37188032|-0.007591594|-0.47300774|-0.4013563|0.4889977|-0.3897474|0.11992891|0.4218341|0.08232853
173;-0.4896999|-0.34615642|0.12868309|-0.29516536|-0.6579598|-0.27078554|0.581818|-0.22582617|-0.63730735|0.57775235|0.46538445|0.39942628|-0.25108957|0.27822995|0.29976967|-0.029349685|-0.022037685|-0.23141171|0.26816076|0.2883775|0.29845774|-0.4524168|-0.3622484|-0.23148909|-0.56864166|0.46173492|-0.40269664|-0.363544|0.4329546|-0.41851497|0.8053464|0.36589646|0.47778484|-0.48551244|-0.72714627|0.09335941|0.39214265|-0.22334912|-0.301729|0.08120645|0.09537159|-0.5034948|0.02067095|-0.2733941|-0.23767854|-0.28342417|-0.52468824|-0.41434816|-0.45987594|-0.4855328|0.4725934|0.010807738|0.37796342|-0.32896233|-0.1638717|0.21077776|0.3779748|-0.03020113|0.50584227|0.31141427|0.0140286125|-0.5287134|0.10346296|-0.067272365|-0.40462178|0.101178095|0.114388496|-0.21774387|0.7162093|0.49680984|0.37605518|0.59562343|-0.39854053|-0.10746594|0.30956632|0.72756165|0.3642254|0.7376576|0.36052078|0.29744017|0.35197222|-0.5115901|-0.4042065|-0.43041688|-0.25531036|-0.0014888197|-0.54320574|0.17407155|0.37969|0.44780433|-0.071620286|0.53340876|0.12963803|-0.6339369|-0.64778864|0.50876766|-0.25088558|0.24300514|0.49897775|0.010464311
174;-0.3917656|-0.16917506|-0.043778848|-0.5522147|-0.5071443|-0.3096866|0.20758605|-0.42283776|-0.31366336|0.43121907|0.5090582|0.28778434|-0.47911182|0.29437828|0.43262103|-0.2829754|0.5027318|0.10174308|0.54243445|0.19283909|0.41603777|-0.18190064|-0.21535316|-0.37802264|-0.37936768|0.330989|-0.5396778|-0.11533081|0.3595708|-0.39832246|0.3259934|0.5213479|0.3869711|-0.2789347|-0.5156314|0.13625252|0.59228665|0.46686316|-0.08516353|0.34580854|0.06016447|-0.276416|0.27854565|-0.3065761|-0.4025651|-0.13393122|-0.41383553|-0.46913457|-0.27950084|-0.4746288|0.5174891|-0.20190173|-0.0034109466|-0.40508023|-0.41554576|-0.007739596|0.36813423|0.22258604|0.5463458|0.3620519|0.09524208|-0.44336435|-0.034485735|0.2661105|-0.34935707|0.3785371|0.04399994|-0.2839087|0.5881259|0.21864948|0.3620733|0.17857191|-0.33716083|0.30626193|0.4435925|0.30366513|0.22670601|0.32277238|0.43534338|-0.16187087|0.36360767|-0.47387436|-0.5370214|-0.24410972|-0.3953671|0.11883179|-0.37947157|0.22567055|0.29237753|0.20088555|0.08201436|0.6277411|0.056882057|-0.51350164|-0.45912796|0.52733356|-0.49085137|0.36793724|0.48704275|0.354187
175;-0.5504457|-0.25164047|-0.18682739|-0.7077701|-0.57971865|-0.33263695|0.56081903|-0.057331726|-0.46126992|0.36342192|0.4551199|0.45952106|-0.46057793|0.5224178|0.38930544|-0.15817827|0.18109386|0.10887173|0.5180309|0.2223722|0.19845258|-0.2549952|0.034751967|-0.5275897|-0.43625736|0.37520808|-0.468038|-0.2480285|0.4771387|-0.5736996|0.38744482|0.4537949|0.6555224|-0.515293|-0.5395462|0.3104161|0.4496894|0.26801595|-0.27701536|0.3579223|0.24694571|-0.20752609|0.49032223|-0.37774265|-0.27254218|-0.09006324|-0.117045596|-0.4998889|-0.27969125|-0.4549472|0.5097958|-0.14948945|0.04652861|-0.2800571|-0.45903212|0.07056613|0.44417053|0.21709609|0.63147944|0.52482986|-0.13330227|-0.5152403|-0.043252446|0.3470762|-0.39416212|0.42636457|0.2888657|-0.26703373|0.48559198|0.31389388|0.5607708|0.18773822|-0.31138188|0.3006108|0.32621282|0.37967518|0.3032861|0.33838162|0.38555378|0.035926864|0.23850235|-0.30632716|-0.65398324|-0.40890354|-0.4287124|0.19347198|-0.47775|0.3302929|0.4487406|0.37978047|0.17265797|0.5524834|0.007331822|-0.60582644|-0.30977392|0.43610767|-0.4172017|0.4010126|0.57988644|0.29833534
176;-0.44102386|-0.3147133|-0.041424435|-0.30336735|-0.29677427|-0.36825067|0.1391713|-0.17525548|-0.42092788|0.5688485|0.42323777|0.3498618|-0.49772954|0.26801032|0.44793546|-0.15028505|0.2617775|0.19923118|0.35365063|0.3582519|0.51914525|-0.4409192|-0.21996038|-0.2748877|-0.42899558|0.5392205|-0.534931|-0.23486333|0.45843944|-0.51979804|0.37400514|0.51720536|0.33702287|-0.36701152|-0.4761591|0.1489009|0.52488667|0.28101093|-0.2337047|0.12709013|-0.1850351|-0.45465684|0.3562925|-0.3775698|-0.3328601|0.00946793|-0.18598863|-0.5626677|-0.29163146|-0.31928873|0.43822175|-0.11830105|-0.035403278|-0.29916152|-0.40669215|0.06849533|0.4125093|0.09355913|0.42709094|0.32024774|-0.019570563|-0.4949093|0.09984415|0.44628936|-0.4147218|0.32410845|0.24800465|-0.042709425|0.41363975|0.3932797|0.40344322|0.20593995|-0.2992309|0.19570391|0.21779934|0.25183165|-0.009042293|0.1958741|0.5185685|-0.06682345|0.3105046|-0.48414955|-0.5003696|-0.3082919|-0.2529866|0.19488853|-0.52189994|0.22062764|0.5473055|0.10510886|0.007447332|0.39118576|-0.13138123|-0.186858|-0.5648425|0.5184197|-0.47856963|0.3423845|0.4712606|0.21459244
177;-0.3334924|-0.22783943|-0.07695839|-0.16988744|-0.43817148|-0.16472778|0.4532639|-0.22366695|-0.4412843|0.6378783|0.32847404|0.2836464|-0.4690011|0.45865813|0.39922|-0.025412604|0.333386|0.25976902|0.5545956|0.3005177|0.52531815|-0.2763609|-0.30119193|-0.45840496|-0.51898986|0.43182343|-0.6336664|-0.35792094|0.5324964|-0.5217323|0.55774397|0.42322668|0.38030124|-0.43142945|-0.62950623|0.22099529|0.36897504|0.28585157|-0.16365911|0.20211408|0.17409372|-0.43939984|0.28527272|-0.38866866|-0.37457138|-0.11643244|-0.2988227|-0.45110625|-0.2441113|-0.4429088|0.49532276|-0.23744544|-0.12969998|-0.28547078|-0.4675479|0.104828894|0.34652734|0.07272541|0.53958523|0.21894175|0.14986004|-0.40599498|-0.009648994|0.22995526|-0.32305628|0.39689612|0.24131815|-0.18521188|0.5066182|0.47333294|0.16376661|0.52064824|-0.18858655|0.09842986|0.5004604|0.5201098|-0.025895834|0.3187081|0.45991656|-0.2300202|0.316845|-0.56377625|-0.6579992|-0.2685492|-0.36128086|0.123018995|-0.41060475|0.3197303|0.42916107|0.22821261|0.29379904|0.5777886|-0.059086215|-0.53779596|-0.35784453|0.5312723|-0.503972|0.19940615|0.26596433|0.3337074
178;-0.6185542|-0.107601285|0.031770613|-0.3631486|-0.45626858|-0.39042562|0.118830845|-0.3332953|-0.52630746|0.51830345|0.46392477|0.31664935|-0.48957938|0.41708004|0.31385976|-0.1691551|0.42138356|-0.122569814|0.6098212|0.1985805|0.5129668|-0.31259722|-0.23642136|-0.40805587|-0.45804|0.5106338|-0.45853543|-0.31383994|0.43319872|-0.49934584|0.5274328|0.44813222|0.46977425|-0.47406453|-0.5763637|0.23075026|0.4800656|0.39960685|-0.18290569|0.212574|-0.14003971|-0.4011476|0.17914653|-0.2990396|-0.50633526|-0.018421583|-0.1843771|-0.54335904|-0.4890433|-0.4838133|0.60806173|0.03153363|-0.19972196|-0.45524526|-0.40500474|-0.035018407|0.30686268|0.12834202|0.45164612|0.24402347|-0.062457766|-0.33733332|0.21899462|0.25283962|-0.34691703|0.34994933|0.2064157|-0.10162164|0.6447806|0.26006278|0.31686786|-0.042568892|-0.40928593|0.10953694|0.4093419|0.30532733|0.19799852|0.43130472|0.48473233|-0.3042071|0.47050163|-0.28509647|-0.6746728|-0.25962254|-0.3511219|0.22082812|-0.53483987|0.09546295|0.3597076|0.24819048|0.22893734|0.5178676|-0.08712836|-0.41330537|-0.30510524|0.41638124|-0.47155973|0.33115283|0.4481575|0.18184866
179;-0.47471902|-0.14461258|-0.10609986|-0.35036343|-0.35180253|-0.18873453|0.2429483|-0.1860347|-0.40342385|0.4291977|0.44598928|0.38892183|-0.44881302|0.30234867|0.3883683|-0.32435492|0.1723657|0.07975377|0.4929351|0.4518395|0.39197326|-0.4693562|-0.22523428|-0.53523946|-0.534231|0.5222195|-0.3838773|-0.045053363|0.35889563|-0.46584892|0.11173698|0.52716196|0.46416637|-0.3587776|-0.5539279|0.31536502|0.6100098|0.3613937|-0.11690814|0.1259351|0.103303656|-0.046138644|0.43709093|-0.24635887|-0.49959806|-0.14749998|-0.25434297|-0.5899804|-0.24739222|-0.3263557|0.56606066|-0.22855812|-0.14476243|-0.3980433|-0.437559|-0.047496594|0.36131102|0.0736899|0.5298431|0.16941752|-0.11251972|-0.543681|-0.0016162619|0.46621004|-0.31441507|0.31594056|0.26288152|-0.09957727|0.47741282|0.19303697|0.20036787|0.28341892|-0.28421348|0.27201846|0.22741395|0.27587497|-0.00087840855|0.4318297|0.5461701|-0.14212726|0.53174514|-0.47865665|-0.6528879|-0.2901068|-0.46271378|0.23798786|-0.42708734|0.19839436|0.35155123|0.26587772|0.04604531|0.5495577|-0.18329817|-0.31739688|-0.34945756|0.3882904|-0.2550064|0.18334478|0.4036958|0.13153502
180;-1.0837156|-0.5705551|0.24552597|-0.6030854|-0.3614244|-0.03215614|0.2252804|-0.5161114|-0.501928|0.22445376|0.42172197|0.2827599|-0.9031844|0.57944703|0.4926374|-0.024961352|0.62031996|-0.034504667|0.68905807|0.14080495|0.13257763|-0.0012688637|-0.66109407|-0.3180061|-0.38551575|0.33328378|-0.37139952|-0.6296809|0.3750041|-0.10295284|0.28237575|0.8702222|0.33244067|-0.523753|-0.82778597|0.25169045|-0.098024696|0.45364663|0.073383376|0.06992264|-0.09510727|-0.78296876|0.034754187|-0.37090546|-0.1989661|-0.15062279|-0.59663284|-0.48152944|-0.033143282|-0.23688105|0.43366563|-0.47784185|0.12910634|-0.44587606|-0.5630953|0.06532927|0.33376253|0.2410962|0.6341631|0.62820923|0.0099908|-0.085654795|-0.499033|0.25506622|-0.7919278|0.40146628|0.34018373|-0.7365503|0.23227936|0.3424526|0.107497066|0.65340245|-0.08970466|0.022286221|0.4564721|0.45548466|0.60377616|-0.10887617|0.5344073|0.11799055|0.16187543|-0.6528847|-0.9414536|-0.49651715|-0.6266315|0.08353375|-0.09337485|0.45201597|0.2040637|0.025765464|0.4626198|1.2710774|0.46768573|-0.36508238|-0.26364675|0.2334733|-0.2959744|0.002742201|0.38171276|0.45703757
181;-0.51234484|-0.3442465|-0.09874976|-0.35033852|-0.48350355|-0.27469972|0.247391|-0.0870962|-0.29686734|0.43396407|0.59347886|0.27288193|-0.5646505|0.4305751|0.5250992|-0.098266765|0.19896954|0.18053938|0.4304839|0.22105154|0.52192324|-0.29788703|-0.16890655|-0.32704607|-0.42897028|0.45967966|-0.60405767|0.11453234|0.4090059|-0.5055896|0.52081656|0.30083016|0.5153342|-0.44612795|-0.5214527|0.27555585|0.5729164|0.34999877|-0.1596095|0.3042809|0.14965999|-0.2131624|0.30389556|-0.40056378|-0.30218232|-0.03298771|-0.31215677|-0.42590716|-0.36630228|-0.37142742|0.5465748|-0.30669683|-0.1975513|-0.26414692|-0.4496684|0.031770054|0.30426753|-0.012977175|0.42797846|0.25072977|-0.041196022|-0.7177115|-0.0738632|0.24182987|-0.3209179|0.45634654|0.08440386|-0.08658374|0.47096115|0.33086818|0.1806918|0.484548|-0.532399|0.118743554|0.35622278|0.07452394|0.18656267|0.36077377|0.46575493|-0.13242362|0.38846123|-0.39212078|-0.50670916|-0.45367128|-0.3647356|0.070227236|-0.36363232|0.42091823|0.386343|0.2608974|0.06206353|0.56720126|-0.17671399|-0.24728978|-0.37296835|0.528992|-0.56087774|0.24971546|0.39657894|0.26781955
182;-0.40837646|-0.37643236|0.35033515|-0.102172345|-0.41456383|-0.32425576|0.1856695|-0.20136626|-0.2834319|0.47866166|0.34631577|0.29193005|-0.488318|0.25587782|0.4304256|-0.23071046|0.27856594|0.33154976|0.69361484|0.09428011|0.7052406|-0.45963213|0.00891231|-0.26625302|-0.28451753|0.42309386|-0.44169748|-0.102329515|0.43593615|-0.3642373|0.5645163|0.35713637|0.4723875|-0.42537338|-0.76642406|0.29541084|0.65221655|0.29242805|-0.06075926|0.2864401|-0.1497487|-0.27726695|0.31859124|-0.3786175|-0.37799707|-0.12454676|-0.14629903|-0.45548636|-0.288626|-0.21756516|0.5583693|-0.31542408|-0.010655519|-0.37913817|-0.47578695|-0.04535225|0.36217904|0.079461455|0.65086484|0.25598723|-0.09517859|-0.33268112|-0.06861084|0.27170712|-0.32553533|0.3628322|0.2233194|-0.08879937|0.4920053|0.14861703|0.08314398|0.34162778|-0.4697181|0.31202564|0.32295185|0.21856768|0.1392918|0.29351875|0.46941763|-0.23780143|0.612495|-0.43803102|-0.5392927|-0.22362833|-0.23563044|0.23606361|-0.38120103|0.30259976|0.56875455|0.23059747|-0.041770488|0.63250047|-0.11162997|-0.33736226|-0.5149911|0.5390251|-0.46353328|0.25518796|0.2683987|0.4808096
183;-0.49307|-0.32255828|0.03434957|-0.39044994|-0.6062663|-0.3604471|0.2431993|-0.14505729|-0.40888497|0.572386|0.50123966|0.31000474|-0.328319|0.20312436|0.44381696|-0.21918027|0.32298496|0.024640657|0.38719845|0.13773948|0.52443063|-0.44015032|-0.04957658|-0.34266025|-0.54981357|0.41088778|-0.4915229|-0.31162772|0.35593495|-0.61087966|0.45957977|0.32890922|0.27443844|-0.45885378|-0.60315335|0.15970564|0.4727834|0.27037892|-0.21641737|0.09214245|0.013803415|-0.23329377|0.25838763|-0.32432982|-0.5352918|-0.07225697|-0.17491625|-0.5456666|-0.3909335|-0.34216937|0.40512314|-0.16899678|-0.014880616|-0.46093938|-0.43121544|-0.006430477|0.37687153|0.024439812|0.69306624|0.29538387|0.011015635|-0.4707023|-0.02154857|0.2878099|-0.45124826|0.36187917|0.14168918|-0.25551116|0.40158087|0.3091797|0.07978009|0.14422749|-0.26148415|0.18960713|0.46899652|0.004330337|0.13296081|0.37314624|0.366669|-0.13177495|0.45729262|-0.60950106|-0.49542361|-0.22248931|-0.37304038|0.2665319|-0.39197683|0.30245978|0.39469123|0.24923941|-0.019120187|0.6186547|-0.0024897717|-0.29222587|-0.33265865|0.626878|-0.3956951|0.37665966|0.39065567|0.080680594
184;-0.6256231|-0.15377218|-0.050702076|-0.3450118|-0.36012858|-0.39480674|0.21882619|-0.25021696|-0.39375088|0.513091|0.4503791|0.5116888|-0.4844272|0.20873767|0.5718562|-0.15088707|0.24850811|0.050908253|0.5111443|0.327869|0.4097584|-0.42860097|-0.23443243|-0.3162323|-0.47456|0.37896422|-0.57396317|-0.30393118|0.4919189|-0.5056562|0.39216968|0.49190605|0.4376686|-0.43299723|-0.51375866|0.29331627|0.5062315|0.27006945|-0.26083794|0.26066005|-0.03440333|-0.2953476|0.32757255|-0.2993335|-0.36573395|0.018761724|-0.32888162|-0.5302053|-0.36827263|-0.50143105|0.36367506|-0.28916287|-0.118927285|-0.2639815|-0.51456|0.0868088|0.46870264|0.061876744|0.60776776|0.3352223|-0.088378966|-0.42546886|-0.06772103|0.2985747|-0.2221123|0.24272463|0.2571694|-0.49383408|0.46070433|0.4172331|0.3847334|0.17466834|-0.22137325|0.19614924|0.41164538|0.20774816|0.087252244|0.20579092|0.28575712|-0.08617984|0.62198234|-0.5234785|-0.73678184|-0.17356779|-0.20308682|0.37979153|-0.4011397|0.38964203|0.4907974|0.2655236|0.08824363|0.39937687|-0.2519529|-0.3995953|-0.5138278|0.5844809|-0.529411|0.3375919|0.44864962|0.068892434
185;-0.5356068|-0.12017186|0.074617304|-0.32876915|-0.48052835|-0.37537497|0.4233998|-0.30069077|-0.45014602|0.7215978|0.41102692|0.44737878|-0.43239307|0.2012557|0.5085845|-0.20464392|0.27238503|0.10853428|0.50648916|0.30553955|0.3609086|-0.21212547|-0.24251577|-0.36612993|-0.46414745|0.57415396|-0.51160437|-0.19615805|0.43508944|-0.5700359|0.41668987|0.27907258|0.5981827|-0.3790391|-0.60193795|0.13259305|0.46698987|0.4098499|-0.026405185|0.076600894|0.2205926|-0.23439187|0.3182632|-0.3068155|-0.27636144|-0.056729607|-0.22985092|-0.39525038|-0.37568963|-0.5153562|0.2837504|-0.04302624|0.06709732|-0.38509616|-0.47605813|-0.03511896|0.31910548|0.0319701|0.3095395|0.2606576|-0.0003957376|-0.28102812|-0.11764298|0.38856015|-0.32753572|0.45547026|0.13154472|-0.16238801|0.48640028|0.32181984|0.32877234|0.034448072|-0.36216092|0.20336804|0.32416016|0.42757347|0.091762275|0.38367373|0.3275072|-0.06090017|0.46404055|-0.50647044|-0.67270136|-0.35595813|-0.16378777|0.25241497|-0.5165906|0.2345874|0.58921707|0.31708777|0.09575598|0.4083057|0.109163746|-0.4163017|-0.39822155|0.35266274|-0.5776905|0.31579745|0.43854538|0.08717024
186;-0.5056172|-0.2985675|0.094016224|-0.3894926|-0.471428|-0.0020682216|0.16757238|-0.2680132|-0.5447026|0.5526421|0.34225664|0.3663605|-0.603889|0.34553087|0.41963792|-0.18140475|0.29298896|0.20576328|0.4728831|0.19398087|0.3939961|-0.2754524|-0.19266349|-0.46281815|-0.42576405|0.3415558|-0.6759525|-0.11801885|0.5044127|-0.3686483|0.2957161|0.58285004|0.46863535|-0.25739515|-0.6364812|0.17386615|0.59484583|0.38897395|-0.3265248|0.37949675|0.02307078|-0.43547973|0.3796565|-0.3056679|-0.42049822|-0.19019434|-0.12795152|-0.46040735|-0.28013238|-0.62843084|0.50222456|-0.2753594|-0.1850486|-0.44680494|-0.44191462|-0.018661007|0.4723221|0.24531907|0.45278886|0.3139276|0.16951986|-0.5089563|0.08181082|0.43579853|-0.35308394|0.2422375|0.27283436|-0.15591806|0.4233085|0.33812836|0.25963524|0.24801356|-0.32574993|0.2771377|0.5284848|0.32824063|0.14563945|0.40088186|0.59794366|-0.08442352|0.37629157|-0.43268815|-0.7043029|-0.2801302|-0.42131972|0.07591818|-0.36444196|0.23257992|0.49429357|0.29135096|0.19653818|0.65807664|-0.16592069|-0.48139423|-0.35639048|0.61649567|-0.48262697|0.18983804|0.48881513|0.2507869
187;-0.39264274|-0.21227941|0.033198707|-0.4245058|-0.42971635|-0.37538627|0.32961047|-0.44543126|-0.39997986|0.39130422|0.4031827|0.47144747|-0.47429445|0.28950882|0.25147852|-0.3338145|0.33657822|0.20761499|0.5840781|0.38088036|0.3971054|-0.33504525|-0.33659765|-0.34772152|-0.39661726|0.42072392|-0.58863705|-0.2261876|0.5250841|-0.46060938|0.4045196|0.43697503|0.40718397|-0.3623568|-0.5468977|0.13601957|0.5143991|0.2326605|-0.17436305|0.1809858|0.22258753|-0.29314718|0.32067546|-0.3444513|-0.40321243|-0.018114775|-0.20811513|-0.50778353|-0.27990085|-0.45445842|0.48898563|-0.07530942|-0.032255612|-0.35384083|-0.4991984|-0.07979607|0.20962602|0.11379779|0.43577668|0.42473638|-0.06401873|-0.59068924|0.14804804|0.25280434|-0.43361866|0.23279189|0.3471864|-0.1759399|0.54185104|0.22703908|0.31343052|0.16199191|-0.4028625|-0.02097623|0.3533697|0.40299642|0.07536002|0.24439834|0.4165888|-0.21481645|0.30608773|-0.37104446|-0.4716137|-0.37543115|-0.35281503|0.12941729|-0.48528546|0.1818622|0.45881113|0.20858449|0.09081967|0.62230676|-0.051965117|-0.2957738|-0.49524197|0.44174263|-0.48603114|0.25626838|0.63607967|0.38571382
