state;action_reward;n_state
10080&4|37929&4|37272&5|48792&1|37168&5|29436&5|42715&4|32305&4|45669&5|41982&3|45179&3|65296&5;6128&3|4970&4|13787&5|3251&4|32696&2|35008&4|52579&2|60646&3|49167&2|49184&3;10080&4|37929&4|37272&5|48792&1|37168&5|29436&5|42715&4|32305&4|45669&5|41982&3|45179&3|65296&5|6128&3|4970&4|13787&5|3251&4|32696&2|35008&4|52579&2|60646&3|49167&2|49184&3
33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5;45976&4|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4;33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|33149&5|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4|45976&4
69794&3|17915&5|57102&5|69794&3|69794&3|31616&5|40592&3|31608&3|6493&5|4416&4|17915&5|24497&5;76247&4|38555&5|76247&4|39599&5|39599&5|26586&4|76247&4|76316&4|38555&5|76316&4;69794&3|17915&5|57102&5|69794&3|69794&3|31616&5|40592&3|31608&3|6493&5|4416&4|17915&5|24497&5|76247&4|38555&5|76247&4|39599&5|39599&5|26586&4|76247&4|76316&4|38555&5|76316&4
10014&5|8505&5|8505&5|75538&4|20833&4|3440&2|73851&4|74936&4|73410&3|56606&4|73725&4|55584&5;3682&3|29826&4|3682&3|20358&2|29826&4|40977&4|15608&4|15608&4|68298&5|2174&4;10014&5|8505&5|8505&5|75538&4|20833&4|3440&2|73851&4|74936&4|73410&3|56606&4|73725&4|55584&5|3682&3|29826&4|3682&3|20358&2|29826&4|40977&4|15608&4|15608&4|68298&5|2174&4
16654&3|70729&3|53996&5|70408&4|53324&3|21031&3|15289&4|60589&2|58141&2|70225&4|55553&3|4142&4;77078&4|37359&4|35034&4|33187&5|191&4|29971&4|43460&4|29980&4|30251&3|31991&4;16654&3|70729&3|53996&5|70408&4|53324&3|21031&3|15289&4|60589&2|58141&2|70225&4|55553&3|4142&4|77078&4|37359&4|35034&4|33187&5|191&4|29971&4|43460&4|29980&4|30251&3|31991&4
77236&4|4286&5|8085&5|29102&5|70225&4|75773&5|74825&3|8085&5|74007&4|70225&4|79789&4|387&4;8947&4|4259&5|34475&5|51693&5|30267&3|55416&5|6877&5|6877&5|4335&5|37359&4;77236&4|4286&5|8085&5|29102&5|70225&4|75773&5|74825&3|8085&5|74007&4|70225&4|79789&4|387&4|8947&4|4259&5|34475&5|51693&5|30267&3|55416&5|6877&5|6877&5|4335&5|37359&4
9220&5|5932&5|16699&4|39048&5|26076&5|29213&4|5099&4|61262&4|29213&4|7468&5|58447&4|9220&5;65128&4|76522&4|52216&4|56012&5|50186&5|76672&4|65128&4|76671&4|47057&5|76669&5;9220&5|5932&5|16699&4|39048&5|26076&5|29213&4|5099&4|61262&4|29213&4|7468&5|58447&4|9220&5|65128&4|76522&4|52216&4|56012&5|50186&5|76672&4|65128&4|76671&4|47057&5|76669&5
78817&4|74967&4|65688&5|62046&5|8611&5|20865&5|27162&5|78817&4|6998&5|74967&4|77263&4|56403&4;34112&5|55668&5|77926&5|77597&5|38009&5|65878&4|55668&5|77597&5|38009&5|77597&5;78817&4|74967&4|65688&5|62046&5|8611&5|20865&5|27162&5|78817&4|6998&5|74967&4|77263&4|56403&4|34112&5|55668&5|77926&5|77597&5|38009&5|65878&4|55668&5|77597&5|38009&5|77597&5
27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1;50370&4|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4;27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|27158&1|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4|50370&4
6723&5|7477&5|40246&5|70658&5|7711&5|49186&5|56648&5|47348&5|71858&3|46828&3|6769&5|25784&5;49809&3|54512&3|8784&5|47632&4|64390&5|3163&5|49809&3|54512&3|49471&3|4229&5;6723&5|7477&5|40246&5|70658&5|7711&5|49186&5|56648&5|47348&5|71858&3|46828&3|6769&5|25784&5|49809&3|54512&3|8784&5|47632&4|64390&5|3163&5|49809&3|54512&3|49471&3|4229&5
53321&4|53321&4|5102&4|16175&4|63721&4|25835&4|5646&2|26391&4|5944&4|60169&5|26391&4|5944&4;64401&4|78098&2|78098&2|13145&4|13145&4|62798&4|78098&2|62798&4|75801&4|78098&2;53321&4|53321&4|5102&4|16175&4|63721&4|25835&4|5646&2|26391&4|5944&4|60169&5|26391&4|5944&4|64401&4|78098&2|78098&2|13145&4|13145&4|62798&4|78098&2|62798&4|75801&4|78098&2
15041&4|10630&5|8846&5|25238&5|11574&5|10630&5|55043&5|66924&5|4381&4|25238&5|7089&4|7088&4;23355&5|23355&5|11575&5|55454&4|23355&5|10642&4|10642&4|23355&5|10642&4|10642&4;15041&4|10630&5|8846&5|25238&5|11574&5|10630&5|55043&5|66924&5|4381&4|25238&5|7089&4|7088&4|23355&5|23355&5|11575&5|55454&4|23355&5|10642&4|10642&4|23355&5|10642&4|10642&4
48285&5|38657&5|48519&5|62822&4|76825&3|40711&4|44943&5|38657&5|32688&4|32688&4|38657&5|39836&4;43917&3|43917&3|61104&5|61104&5|48853&5|43917&3|52317&4|48853&5|48853&5|50082&3;48285&5|38657&5|48519&5|62822&4|76825&3|40711&4|44943&5|38657&5|32688&4|32688&4|38657&5|39836&4|43917&3|43917&3|61104&5|61104&5|48853&5|43917&3|52317&4|48853&5|48853&5|50082&3
15348&5|7562&5|13995&5|25404&5|8052&5|24135&5|4855&5|47703&5|36642&3|8412&5|41978&5|4854&5;52207&4|54142&5|12406&4|52483&4|17717&4|58498&4|45736&4|78067&4|17974&4|42559&4;15348&5|7562&5|13995&5|25404&5|8052&5|24135&5|4855&5|47703&5|36642&3|8412&5|41978&5|4854&5|52207&4|54142&5|12406&4|52483&4|17717&4|58498&4|45736&4|78067&4|17974&4|42559&4
30235&4|6466&4|41087&4|55278&5|19978&4|33426&4|43042&3|74231&5|63013&4|18728&4|52447&5|33426&4;21296&4|46815&4|49371&5|44786&5|49390&3|47106&5|42706&5|46160&4|46160&4|21296&4;30235&4|6466&4|41087&4|55278&5|19978&4|33426&4|43042&3|74231&5|63013&4|18728&4|52447&5|33426&4|21296&4|46815&4|49371&5|44786&5|49390&3|47106&5|42706&5|46160&4|46160&4|21296&4
41601&5|78208&5|76932&5|39452&5|5974&5|78208&5|76932&5|28368&5|6264&5|812&5|3699&5|10901&5;28082&5|28082&5|42457&4|42457&4|28082&5|43277&5|28082&5|42457&4|43397&4|28082&5;41601&5|78208&5|76932&5|39452&5|5974&5|78208&5|76932&5|28368&5|6264&5|812&5|3699&5|10901&5|28082&5|28082&5|42457&4|42457&4|28082&5|43277&5|28082&5|42457&4|43397&4|28082&5
2091&3|73057&3|19198&3|78974&5|2957&2|53793&4|78024&2|76214&4|69684&2|73508&5|1720&3|5726&5;33027&3|20358&3|30267&3|32960&2|33556&3|30200&4|20644&5|24798&4|74140&4|22429&3;2091&3|73057&3|19198&3|78974&5|2957&2|53793&4|78024&2|76214&4|69684&2|73508&5|1720&3|5726&5|33027&3|20358&3|30267&3|32960&2|33556&3|30200&4|20644&5|24798&4|74140&4|22429&3
69219&4|70268&4|37464&5|29746&5|29826&5|73131&5|41599&3|35120&4|64062&5|36574&5|4605&5|75072&5;52120&2|44384&5|40977&3|43498&4|49186&5|52120&2|8733&5|41469&4|47440&5|40977&3;69219&4|70268&4|37464&5|29746&5|29826&5|73131&5|41599&3|35120&4|64062&5|36574&5|4605&5|75072&5|52120&2|44384&5|40977&3|43498&4|49186&5|52120&2|8733&5|41469&4|47440&5|40977&3
9989&4|5945&5|5945&5|5945&5|5945&5|5945&5|4362&5|5945&5|9989&4|5945&5|5945&5|9989&4;35869&3|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3;9989&4|5945&5|5945&5|5945&5|5945&5|5945&5|4362&5|5945&5|9989&4|5945&5|5945&5|9989&4|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3|35869&3
2365&4|76799&3|9653&5|9539&5|79103&4|65362&5|38901&1|25983&4|27774&5|31015&4|73598&4|32688&4;41000&3|43955&4|53047&5|40883&4|39221&4|36270&4|39221&4|39179&5|53047&5|42072&5;2365&4|76799&3|9653&5|9539&5|79103&4|65362&5|38901&1|25983&4|27774&5|31015&4|73598&4|32688&4|41000&3|43955&4|53047&5|40883&4|39221&4|36270&4|39221&4|39179&5|53047&5|42072&5
9780&4|8562&5|36969&5|23176&5|38244&5|33471&5|27822&4|35451&5|235&5|4131&4|6904&4|39942&4;66933&5|7252&5|7252&5|66933&5|10051&5|15700&5|46509&4|7252&5|66933&5|23168&5;9780&4|8562&5|36969&5|23176&5|38244&5|33471&5|27822&4|35451&5|235&5|4131&4|6904&4|39942&4|66933&5|7252&5|7252&5|66933&5|10051&5|15700&5|46509&4|7252&5|66933&5|23168&5
31608&4|31193&5|20063&5|22831&1|31611&4|22831&1|30182&4|31738&4|30182&4|30182&4|31193&5|31835&5;49507&5|41894&5|12228&5|12228&5|49507&5|12228&5|41894&5|44218&2|47912&3|47912&3;31608&4|31193&5|20063&5|22831&1|31611&4|22831&1|30182&4|31738&4|30182&4|30182&4|31193&5|31835&5|49507&5|41894&5|12228&5|12228&5|49507&5|12228&5|41894&5|44218&2|47912&3|47912&3
41556&5|56929&2|42604&3|42592&2|69703&5|34581&5|32752&1|25293&5|47693&4|42021&5|56989&5|10219&4;5389&3|52563&5|53959&5|73572&5|77996&1|71462&5|29960&5|49507&3|45644&5|20898&3;41556&5|56929&2|42604&3|42592&2|69703&5|34581&5|32752&1|25293&5|47693&4|42021&5|56989&5|10219&4|5389&3|52563&5|53959&5|73572&5|77996&1|71462&5|29960&5|49507&3|45644&5|20898&3
35809&5|54450&5|37378&5|8691&5|4764&5|4903&5|36864&5|4994&5|67789&4|44570&5|28971&5|7887&4;46838&5|52917&5|59423&5|49124&5|66340&5|66340&5|46134&5|48673&5|39695&5|6036&5;35809&5|54450&5|37378&5|8691&5|4764&5|4903&5|36864&5|4994&5|67789&4|44570&5|28971&5|7887&4|46838&5|52917&5|59423&5|49124&5|66340&5|66340&5|46134&5|48673&5|39695&5|6036&5
11919&5|5017&5|12001&4|35869&5|5801&5|76524&5|35869&5|65694&4|65694&4|6238&5|5801&5|57044&4;51254&2|67664&3|61947&5|61947&5|27325&3|61947&5|30941&4|30941&4|61947&5|50103&3;11919&5|5017&5|12001&4|35869&5|5801&5|76524&5|35869&5|65694&4|65694&4|6238&5|5801&5|57044&4|51254&2|67664&3|61947&5|61947&5|27325&3|61947&5|30941&4|30941&4|61947&5|50103&3
22473&3|2350&2|54742&5|30068&5|68126&4|28297&2|2350&2|3342&4|61005&5|3969&4|28297&2|71774&3;37997&5|46266&2|36574&5|38068&2|37997&5|43089&4|48344&3|40072&5|40950&5|45959&4;22473&3|2350&2|54742&5|30068&5|68126&4|28297&2|2350&2|3342&4|61005&5|3969&4|28297&2|71774&3|37997&5|46266&2|36574&5|38068&2|37997&5|43089&4|48344&3|40072&5|40950&5|45959&4
29651&4|20761&5|413&4|16249&5|413&4|16249&5|29651&4|20761&5|58023&4|63580&5|74447&5|76224&3;79739&5|49001&5|49001&5|79739&5|30524&4|49001&5|79739&5|49001&5|49001&5|49001&5;29651&4|20761&5|413&4|16249&5|413&4|16249&5|29651&4|20761&5|58023&4|63580&5|74447&5|76224&3|79739&5|49001&5|49001&5|79739&5|30524&4|49001&5|79739&5|49001&5|49001&5|49001&5
7429&3|7807&4|53674&5|5565&4|55563&5|61377&1|7807&4|29536&3|52263&3|7807&4|68611&3|52263&3;44662&5|23797&4|72509&2|1568&3|72509&2|72755&3|72509&2|22429&4|7873&4|22429&4;7429&3|7807&4|53674&5|5565&4|55563&5|61377&1|7807&4|29536&3|52263&3|7807&4|68611&3|52263&3|44662&5|23797&4|72509&2|1568&3|72509&2|72755&3|72509&2|22429&4|7873&4|22429&4
56494&4|57236&3|4988&4|4878&4|59114&3|69609&4|14806&4|19181&3|50735&4|78838&5|11841&3|60822&4;39467&4|18044&5|71147&3|640&3|79299&3|4894&4|34124&4|35268&3|36309&4|79299&3;56494&4|57236&3|4988&4|4878&4|59114&3|69609&4|14806&4|19181&3|50735&4|78838&5|11841&3|60822&4|39467&4|18044&5|71147&3|640&3|79299&3|4894&4|34124&4|35268&3|36309&4|79299&3
77263&4|65006&4|50197&4|29818&4|74210&5|74633&4|40407&4|78047&5|46155&3|56223&4|36858&4|56223&4;53049&2|45108&4|51323&4|32753&4|53007&4|14718&4|69831&4|76790&4|45108&4|14718&4;77263&4|65006&4|50197&4|29818&4|74210&5|74633&4|40407&4|78047&5|46155&3|56223&4|36858&4|56223&4|53049&2|45108&4|51323&4|32753&4|53007&4|14718&4|69831&4|76790&4|45108&4|14718&4
24009&5|5411&5|5726&4|5109&5|5687&3|60471&3|25474&4|50689&4|5411&5|25520&3|19775&5|7205&5;64146&3|138&3|10851&3|58862&4|5136&3|14206&5|10851&3|24848&3|64146&3|138&3;24009&5|5411&5|5726&4|5109&5|5687&3|60471&3|25474&4|50689&4|5411&5|25520&3|19775&5|7205&5|64146&3|138&3|10851&3|58862&4|5136&3|14206&5|10851&3|24848&3|64146&3|138&3
64254&3|68164&5|10237&4|31132&3|65228&5|70308&4|9026&5|8984&3|65228&5|23502&4|64059&3|23502&4;30244&1|26776&3|37786&3|43097&5|20141&2|9364&4|10354&2|43278&2|79855&3|63500&3;64254&3|68164&5|10237&4|31132&3|65228&5|70308&4|9026&5|8984&3|65228&5|23502&4|64059&3|23502&4|30244&1|26776&3|37786&3|43097&5|20141&2|9364&4|10354&2|43278&2|79855&3|63500&3
32648&4|32648&4|32648&4|32648&4|50793&5|4448&5|22630&4|50793&5|4448&5|4448&5|32648&4|22630&4;21764&4|21764&4|21764&4|21764&4|46956&4|46956&4|46956&4|46956&4|46956&4|46956&4;32648&4|32648&4|32648&4|32648&4|50793&5|4448&5|22630&4|50793&5|4448&5|4448&5|32648&4|22630&4|21764&4|21764&4|21764&4|21764&4|46956&4|46956&4|46956&4|46956&4|46956&4|46956&4
52301&2|34418&3|38462&3|39984&2|32952&4|42419&2|23670&4|77051&2|35984&5|77051&2|38634&2|38634&2;73445&2|42484&3|42484&3|42299&3|42299&3|42479&2|42484&3|42299&3|42479&2|42479&2;52301&2|34418&3|38462&3|39984&2|32952&4|42419&2|23670&4|77051&2|35984&5|77051&2|38634&2|38634&2|73445&2|42484&3|42484&3|42299&3|42299&3|42479&2|42484&3|42299&3|42479&2|42479&2
70346&5|2588&3|65228&5|25799&5|25799&5|43760&4|15204&4|65524&4|61199&5|2588&3|61199&5|2754&4;35755&4|68621&4|39926&4|31337&5|56355&4|68621&4|68621&4|31337&5|56355&4|35755&4;70346&5|2588&3|65228&5|25799&5|25799&5|43760&4|15204&4|65524&4|61199&5|2588&3|61199&5|2754&4|35755&4|68621&4|39926&4|31337&5|56355&4|68621&4|68621&4|31337&5|56355&4|35755&4
36427&5|7646&5|51294&4|15385&4|51294&4|51882&3|16863&5|4161&4|36311&5|6357&4|51882&3|51882&3;6351&4|5086&4|5818&4|6351&4|5818&4|6351&4|6351&4|71016&5|6351&4|5818&4;36427&5|7646&5|51294&4|15385&4|51294&4|51882&3|16863&5|4161&4|36311&5|6357&4|51882&3|51882&3|6351&4|5086&4|5818&4|6351&4|5818&4|6351&4|6351&4|71016&5|6351&4|5818&4
6946&4|4627&5|11710&2|8070&3|30815&2|4207&4|14104&5|65907&3|10054&4|13375&4|59679&5|70225&4;8793&3|40557&2|63127&5|12064&4|10993&5|4451&5|62423&3|4991&5|6749&3|10550&5;6946&4|4627&5|11710&2|8070&3|30815&2|4207&4|14104&5|65907&3|10054&4|13375&4|59679&5|70225&4|8793&3|40557&2|63127&5|12064&4|10993&5|4451&5|62423&3|4991&5|6749&3|10550&5
53422&5|56958&5|47868&4|44401&4|50298&5|29559&4|44401&4|53422&5|50298&5|50298&5|44401&4|47868&4;50104&4|50104&4|7115&5|7115&5|7115&5|7115&5|64752&5|7115&5|64752&5|50104&4;53422&5|56958&5|47868&4|44401&4|50298&5|29559&4|44401&4|53422&5|50298&5|50298&5|44401&4|47868&4|50104&4|50104&4|7115&5|7115&5|7115&5|7115&5|64752&5|7115&5|64752&5|50104&4
65331&4|4371&3|65139&3|68005&3|27509&4|18968&3|9620&3|64554&3|58793&3|62047&4|72167&3|12547&4;31405&1|14438&3|14438&3|62715&2|50792&3|14438&3|20965&4|50792&3|62715&2|20965&4;65331&4|4371&3|65139&3|68005&3|27509&4|18968&3|9620&3|64554&3|58793&3|62047&4|72167&3|12547&4|31405&1|14438&3|14438&3|62715&2|50792&3|14438&3|20965&4|50792&3|62715&2|20965&4
11620&5|6595&4|28291&5|28950&3|19154&4|11621&4|27693&4|23840&4|4899&4|59016&4|19499&4|20863&5;25342&4|12137&5|25342&4|7313&5|7313&5|25342&4|12145&4|12137&5|7313&5|12141&4;11620&5|6595&4|28291&5|28950&3|19154&4|11621&4|27693&4|23840&4|4899&4|59016&4|19499&4|20863&5|25342&4|12137&5|25342&4|7313&5|7313&5|25342&4|12145&4|12137&5|7313&5|12141&4
13960&5|4661&4|62358&4|55192&5|70041&4|4351&4|50694&5|21695&5|14070&4|7162&5|4351&4|59223&3;10131&5|12558&5|72993&5|10131&5|42687&5|10131&5|10131&5|7879&3|72993&5|1905&5;13960&5|4661&4|62358&4|55192&5|70041&4|4351&4|50694&5|21695&5|14070&4|7162&5|4351&4|59223&3|10131&5|12558&5|72993&5|10131&5|42687&5|10131&5|10131&5|7879&3|72993&5|1905&5
797&5|55657&5|73630&4|55657&5|71047&5|76988&5|55657&5|32643&4|75932&5|73630&4|76988&5|32643&4;31950&4|31368&4|31671&5|31671&5|31368&4|31950&4|35811&4|30174&4|31950&4|31671&5;797&5|55657&5|73630&4|55657&5|71047&5|76988&5|55657&5|32643&4|75932&5|73630&4|76988&5|32643&4|31950&4|31368&4|31671&5|31671&5|31368&4|31950&4|35811&4|30174&4|31950&4|31671&5
40659&5|45733&5|41760&5|47918&3|47918&3|40659&5|47918&3|47918&3|41760&5|40659&5|47918&3|40659&5;48255&2|39032&5|48255&2|48255&2|48255&2|48255&2|48255&2|39032&5|48255&2|48255&2;40659&5|45733&5|41760&5|47918&3|47918&3|40659&5|47918&3|47918&3|41760&5|40659&5|47918&3|40659&5|48255&2|39032&5|48255&2|48255&2|48255&2|48255&2|48255&2|39032&5|48255&2|48255&2
2039&5|1081&4|76326&4|1944&3|79287&5|76326&4|77750&5|77788&4|27736&4|74231&5|2039&5|68521&5;44220&5|37402&4|7250&5|37402&4|14008&4|16725&3|44220&5|7250&5|36196&5|44220&5;2039&5|1081&4|76326&4|1944&3|79287&5|76326&4|77750&5|77788&4|27736&4|74231&5|2039&5|68521&5|44220&5|37402&4|7250&5|37402&4|14008&4|16725&3|44220&5|7250&5|36196&5|44220&5
32528&5|29982&4|29816&5|78211&5|34521&5|55476&5|4338&5|19971&5|14596&5|30175&3|79741&4|14623&5;78111&5|39580&4|5627&5|50607&5|65670&5|65670&5|25911&4|51282&4|25964&5|5469&5;32528&5|29982&4|29816&5|78211&5|34521&5|55476&5|4338&5|19971&5|14596&5|30175&3|79741&4|14623&5|78111&5|39580&4|5627&5|50607&5|65670&5|65670&5|25911&4|51282&4|25964&5|5469&5
11233&5|63235&5|11233&5|68600&5|11233&5|11233&5|68600&5|63235&5|11233&5|68600&5|11233&5|11233&5;63&5|63&5|63&5|63&5|63&5|63&5|63&5|63&5|63&5|63&5;11233&5|63235&5|11233&5|68600&5|11233&5|11233&5|68600&5|63235&5|11233&5|68600&5|11233&5|11233&5|63&5|63&5|63&5|63&5|63&5|63&5|63&5|63&5|63&5|63&5
40977&3|74126&3|78217&4|42565&3|42024&3|74684&5|52732&2|70693&4|6238&5|49507&4|50140&3|42321&5;53049&2|50126&4|52027&4|53009&4|50126&4|52027&4|48578&3|53112&3|53049&2|53112&3;40977&3|74126&3|78217&4|42565&3|42024&3|74684&5|52732&2|70693&4|6238&5|49507&4|50140&3|42321&5|53049&2|50126&4|52027&4|53009&4|50126&4|52027&4|48578&3|53112&3|53049&2|53112&3
17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4;2977&5|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5;17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|17073&4|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5|2977&5
8748&4|62553&3|71917&3|71917&3|26271&5|62553&3|62553&3|26271&5|26271&5|8748&4|26271&5|62553&3;22665&5|24979&4|22665&5|24979&4|24979&4|22665&5|22665&5|22665&5|22665&5|24979&4;8748&4|62553&3|71917&3|71917&3|26271&5|62553&3|62553&3|26271&5|26271&5|8748&4|26271&5|62553&3|22665&5|24979&4|22665&5|24979&4|24979&4|22665&5|22665&5|22665&5|22665&5|24979&4
47004&5|35229&5|35229&5|47004&5|47004&5|47004&5|47004&5|35229&5|47004&5|47004&5|35229&5|47004&5;52911&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5;47004&5|35229&5|35229&5|47004&5|47004&5|47004&5|47004&5|35229&5|47004&5|47004&5|35229&5|47004&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5|52911&5
47147&4|46809&5|47147&4|52061&4|47147&4|52061&4|46809&5|47147&4|52061&4|52061&4|52061&4|46809&5;52949&2|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2;47147&4|46809&5|47147&4|52061&4|47147&4|52061&4|46809&5|47147&4|52061&4|52061&4|52061&4|46809&5|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2|52949&2
9234&5|14206&5|54370&3|54196&5|9234&5|14206&5|54370&3|9234&5|9234&5|9234&5|54196&5|14206&5;3080&4|32092&5|3080&4|32092&5|32092&5|3080&4|32092&5|32092&5|3080&4|32092&5;9234&5|14206&5|54370&3|54196&5|9234&5|14206&5|54370&3|9234&5|9234&5|9234&5|54196&5|14206&5|3080&4|32092&5|3080&4|32092&5|32092&5|3080&4|32092&5|32092&5|3080&4|32092&5
65800&3|72294&5|64693&4|62406&5|65800&3|5680&4|5818&5|4529&5|4614&4|4376&5|12657&5|11626&4;2574&2|65289&2|61476&3|40494&3|31993&3|20355&5|43634&5|76822&2|74656&2|61344&1;65800&3|72294&5|64693&4|62406&5|65800&3|5680&4|5818&5|4529&5|4614&4|4376&5|12657&5|11626&4|2574&2|65289&2|61476&3|40494&3|31993&3|20355&5|43634&5|76822&2|74656&2|61344&1
49935&4|49935&4|48519&5|50083&4|49935&4|42858&5|78342&5|59031&4|29309&5|48848&5|78342&5|29309&5;53049&3|53049&3|53049&3|21129&4|48921&4|21129&4|53049&3|53049&3|48921&4|21129&4;49935&4|49935&4|48519&5|50083&4|49935&4|42858&5|78342&5|59031&4|29309&5|48848&5|78342&5|29309&5|53049&3|53049&3|53049&3|21129&4|48921&4|21129&4|53049&3|53049&3|48921&4|21129&4
70601&4|58648&5|60730&5|72905&5|70435&5|58648&5|72776&5|75268&5|63509&5|70435&5|3391&5|58648&5;27501&5|5017&5|27501&5|38340&5|27501&5|5017&5|5017&5|27501&5|27501&5|5017&5;70601&4|58648&5|60730&5|72905&5|70435&5|58648&5|72776&5|75268&5|63509&5|70435&5|3391&5|58648&5|27501&5|5017&5|27501&5|38340&5|27501&5|5017&5|5017&5|27501&5|27501&5|5017&5
77969&4|60471&5|70411&4|71061&4|70411&4|76205&4|60471&5|77534&4|78614&4|78478&4|78614&4|77969&4;79102&4|20621&4|37500&5|79102&4|683&4|20621&4|20621&4|683&4|37500&5|683&4;77969&4|60471&5|70411&4|71061&4|70411&4|76205&4|60471&5|77534&4|78614&4|78478&4|78614&4|77969&4|79102&4|20621&4|37500&5|79102&4|683&4|20621&4|20621&4|683&4|37500&5|683&4
6627&3|11539&4|26993&4|8498&3|8109&5|8642&5|4194&4|8642&5|66056&4|4194&4|6689&4|26993&4;18623&4|13899&5|8765&5|74892&5|51693&3|51693&3|13899&5|8765&5|18623&4|13899&5;6627&3|11539&4|26993&4|8498&3|8109&5|8642&5|4194&4|8642&5|66056&4|4194&4|6689&4|26993&4|18623&4|13899&5|8765&5|74892&5|51693&3|51693&3|13899&5|8765&5|18623&4|13899&5
70715&2|66088&1|70715&2|70715&2|70715&2|66088&1|70715&2|70715&2|70715&2|70715&2|66088&1|70715&2;43810&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2;70715&2|66088&1|70715&2|70715&2|70715&2|66088&1|70715&2|70715&2|70715&2|70715&2|66088&1|70715&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2|43810&2
43710&5|43710&5|43710&5|43710&5|37254&5|37254&5|37254&5|43710&5|43710&5|43710&5|37254&5|43710&5;48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1;43710&5|43710&5|43710&5|43710&5|37254&5|37254&5|37254&5|43710&5|43710&5|43710&5|37254&5|43710&5|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1
72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5;44993&4|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4;72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|72179&5|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4|44993&4
42846&5|42912&4|61471&2|37254&4|26337&5|9154&4|28317&3|995&4|39173&4|76409&5|37895&5|2282&4;51560&4|49168&3|355&4|22323&3|29833&4|11327&5|41169&4|41903&4|44773&4|47252&4;42846&5|42912&4|61471&2|37254&4|26337&5|9154&4|28317&3|995&4|39173&4|76409&5|37895&5|2282&4|51560&4|49168&3|355&4|22323&3|29833&4|11327&5|41169&4|41903&4|44773&4|47252&4
4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5;71089&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5;4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|4158&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5|71089&5
13080&5|24548&5|57444&5|8152&4|13080&5|50894&4|31015&5|58072&4|31015&5|57444&5|73280&4|60397&5;40012&4|71721&5|26536&5|35020&4|36633&5|36633&5|40012&4|26536&5|36633&5|26536&5;13080&5|24548&5|57444&5|8152&4|13080&5|50894&4|31015&5|58072&4|31015&5|57444&5|73280&4|60397&5|40012&4|71721&5|26536&5|35020&4|36633&5|36633&5|40012&4|26536&5|36633&5|26536&5
