item_id;vectors
247;0.5271657|-0.3736042|-0.25435248|1.015553|0.79894173|0.35667607|-0.16804536|-0.10475719|-0.09806961|0.49250713|0.5277432|-0.45668143|-0.19962004|-0.62938917|0.3515277|0.20232958|-0.09060642|-0.1333867|-0.36208665|-0.60197055|0.35873064|-0.4649936|0.123823315|1.1295731|-0.4385838|0.1529226|0.57864046|-0.14818893|0.33324376|-0.46928698|-0.15910786|-0.0011819154|0.08204218|-0.41565275|-0.015833408|0.40845078|0.7773563|0.28236595|-0.49836287|-0.77224886|0.004000962|-0.42848498|-0.5086072|-0.22869837|-0.05072522|0.36618525|0.43871003|-0.4586949|-0.5799527|-0.31407398|0.13389932|0.20260477|0.07747623|-0.121751726|0.6066582|0.6175089|-0.5123776|0.016976193|-1.0015347|0.048845813|0.17237203|1.3211293|0.13298987|0.305687|-0.7115823|0.2917379|-0.14744988|-0.9049262|0.5991793|-0.2756397|-0.954254|0.5720318|0.34916815|0.40033886|0.24966457|-0.3831324|-0.5720594|0.450884|0.022162586|1.1829798|0.256394|0.29045478|0.040237933|-0.3704435|1.1183945|0.4510691|-0.8604672|0.6486666|-0.21200132|0.023200333|-0.15941748|-0.16994739|-0.35750443|-1.094844|0.51189625|0.64199775|-0.42429534|0.49104276|0.5931569|0.083572716
248;0.029576764|-0.81250465|-0.61564666|-0.51605856|1.2061877|0.20055702|0.31840634|0.15842372|0.26324096|0.45336148|0.2767376|-0.4670278|-0.15242884|-0.68092144|0.42997548|0.59386367|-0.4866752|0.6624217|0.11570425|-0.4245561|-0.21013956|0.18088731|-0.7715945|0.6683985|-0.69850457|-0.10368869|0.5621903|-0.61330694|0.18584889|-0.4061938|0.41370454|0.21358031|0.65945196|-0.46340856|-0.21048447|0.013085455|0.3331682|0.5446004|0.3457229|-0.9223406|0.031981304|0.31293178|-0.74505246|-0.61864537|-0.45005298|-0.23260003|0.32909152|-0.07204269|-0.520365|-0.43857887|-0.47044942|-0.5820882|0.074525|0.31022823|0.53972495|0.19353437|-0.26206118|-0.1789341|-0.41652113|-0.4533329|-0.45545042|0.9768833|-0.20520581|-0.790126|-0.2310338|0.3638332|0.6031104|0.20303693|0.047048606|0.88181955|-0.5577613|1.3840128|-0.17303169|0.17195712|0.11488089|0.215889|-0.20155416|0.52792615|0.9359743|0.36741623|-0.25994086|-0.3618909|0.99453413|-0.51366|0.07607919|-0.46771717|-0.8266796|0.32158875|-0.050504208|-0.41021642|-0.55863094|-0.94640803|-0.6921999|-1.2738075|0.6087819|0.5165058|-0.43047708|0.27480626|0.90634096|0.03282723
249;0.56412923|-0.13774303|-0.8205677|-0.2160686|0.31482065|0.56164896|0.17828189|-0.008157074|0.53597736|-0.08464551|0.18467808|-0.4560464|0.18792659|-1.218458|-0.077277526|-0.40979007|0.44423872|0.49113822|-0.34540772|-0.4922307|-0.47107416|-0.5974481|-0.9450752|0.17563447|-0.36686355|-0.012551159|-0.046993166|-0.7105187|-0.09948239|-0.5855906|0.6258361|-0.6318568|-0.06903585|0.1808829|-0.18305638|-0.37763554|0.3278939|0.7282611|0.3614118|0.030974358|-0.0025041401|-0.5957691|-0.07530701|-0.3499227|-0.29925948|0.47814253|0.58249533|-0.122331195|0.11924112|-0.49176624|0.05360164|-0.18104969|0.96096766|0.9492878|0.34289032|1.4841242|-0.06067407|0.11204809|-0.9312131|-1.133115|-0.5357289|-0.15663996|-0.7292642|-0.13785477|-0.402797|0.56790537|0.30562255|0.027436912|-0.30557054|0.9962078|-0.81776696|1.0455201|0.795204|0.54109615|0.32360357|0.41857034|-0.17641626|0.34610125|0.7652959|0.068734616|0.16146564|-0.5726496|0.21252324|-0.6271099|0.3868461|-0.40346417|-0.17432445|0.752882|0.65532345|0.98479235|-0.7553482|0.1503163|-0.18482348|-0.33516994|0.82297933|0.4290781|-0.8469085|0.2713712|0.55865437|0.4562117
250;0.91452754|-0.39932925|-0.4513737|0.13348995|1.1247817|-0.1446811|-0.6545143|0.23669383|0.18265346|0.23917216|0.122682124|-0.63410324|0.33329672|-1.1886379|0.7624871|0.05101626|0.50031674|0.29544914|0.8362558|-0.11277047|0.34194252|-0.36676115|-1.1221313|0.60125273|-1.0414606|-0.10843263|1.1157376|-0.06789182|0.13943845|-0.865656|0.9662497|-0.7325693|0.53975|-0.8795258|-0.905711|0.5104536|0.054081157|0.0736067|0.33008325|-0.081406906|0.029668093|0.2669271|-0.4030319|-0.21676862|-0.74086654|0.80770946|0.32694572|-0.4519492|-0.11247696|-0.8393682|0.113531336|0.49775618|-0.027275577|0.7882776|0.2893523|0.24270874|-0.15017548|0.07159127|-0.17633927|-0.3592308|-0.49887097|0.6857743|0.24752255|-0.41987658|-0.8887161|0.8308267|0.5326571|-0.72775877|0.57449055|0.61523336|0.070364594|0.5447476|0.5695179|0.82753736|0.06225136|0.8133942|-0.25127682|0.2771704|0.826923|0.15709579|-0.3565355|-0.47269922|0.20573494|-0.6874012|0.38447583|-0.4316286|-0.9022763|0.69170946|0.57320464|0.44686183|-0.46695328|-0.5668415|0.8375856|-0.55759495|0.07838045|0.46397698|-0.06723887|0.09579186|-0.09850186|-0.5424827
251;0.7183937|-0.32154104|-0.6308191|0.23953554|0.4135632|0.2554509|-0.5833654|1.1898477|0.10694084|0.21565199|0.07197563|-0.73267114|0.87125826|-0.28977123|-0.035818696|-0.7495135|0.43118355|0.30794492|0.12282567|-0.7132648|0.050104737|-0.065000236|0.31566614|0.79810673|-0.7116676|-0.7348647|0.8593055|-0.4207792|0.34707814|-0.70786154|1.0428575|0.116877615|0.43419194|-0.8113196|-0.30272275|-0.23022415|-0.2187326|-0.3393462|0.60892403|0.07020947|-0.034603342|0.27591938|-0.50551736|-0.79980916|0.29487684|0.94609195|0.6968324|-0.45099768|-0.33922797|-1.1669767|-0.2673607|-0.3794064|0.002022609|0.73821765|0.93307424|0.8343883|0.3054874|-0.26099074|-1.2009985|0.253774|-0.61784446|-0.34780917|-0.12580615|0.66360694|-0.3192982|1.2655319|0.21295395|-0.85170734|0.39946547|0.4033023|-0.343543|-0.16662252|0.78049856|0.67833793|0.27692747|0.5728181|0.13597733|0.64292574|0.3783355|0.4274938|-0.14455427|0.008351982|0.58381534|-0.670441|0.58166873|0.3712036|-0.9470536|0.4347142|0.6203386|0.62313265|-0.78532857|-0.2992562|0.5891017|-0.5412432|-0.11732936|1.0997444|-0.46760952|0.21022838|0.6680697|-0.13308163
252;0.06909397|0.047960937|-0.74281955|-0.5095092|0.93389726|0.6140361|0.49898696|0.6546706|0.19653907|0.60433125|0.3161035|-0.41818142|0.4018473|-0.5426889|0.39592385|0.19023827|1.1944098|0.73433745|0.16893774|-0.47092813|-0.5720414|-0.3311201|-0.26321793|0.30826947|-0.78715026|-0.13941404|0.0587686|-0.25894508|0.3366548|-0.03561701|0.5751541|0.08590037|0.6813216|-0.03565097|0.8943017|0.20029138|-0.07785934|-0.043455154|0.27776048|-0.14679976|0.19208524|-0.29701126|-0.8702692|0.46661812|-0.111803085|0.517809|0.29400724|0.024187356|-0.16999175|-0.5669505|-0.70920604|-0.044239856|0.59628105|1.2909663|0.7172769|0.13064146|-0.8631854|-0.58413523|-0.65132797|-0.29628748|-0.051096812|0.6869693|-0.31889364|0.20057657|-0.6674521|0.5592438|0.060401663|-0.98582375|0.35914904|0.538762|-0.7479982|0.33226264|-0.19475108|0.7539845|-0.8320619|0.038873732|0.41385987|0.43330827|0.7230238|0.76789916|-0.3029065|0.107498884|-0.12595996|-0.27761826|0.43048802|0.10691874|-0.9437708|0.47493246|0.8154593|-0.024575144|0.24660489|-0.064685285|-0.11903766|-0.55145127|-0.13058364|0.25812367|-0.42016062|0.29473945|0.6234467|-0.21242487
253;0.8995359|-0.7717667|-0.28683338|0.04640156|0.016429901|-0.57690334|0.16606508|0.0006662905|-0.085925736|0.631723|0.031448767|-0.2537788|0.7082499|-1.4594486|0.12023613|0.18992448|0.0701592|-0.39932254|0.44156355|0.348834|-0.325784|0.1773049|-0.1977007|0.71362394|-0.42628086|0.10842606|0.640581|-0.450911|-0.51091194|-0.15205589|0.9401287|-0.23144744|0.2507129|-0.2082954|-0.44097152|0.91914386|0.11487386|0.5392393|0.40394017|-0.48330188|0.58523285|0.00331828|-1.4199753|0.022040978|-1.0707165|0.36550593|-0.3490382|-0.39589217|-0.582904|-0.16832411|-0.18820621|-0.005475808|-0.25618845|0.5074604|0.44668108|0.07516378|-0.28854626|0.42085397|-0.5753388|-0.26209724|-0.46497452|0.5151027|0.23263197|-0.328994|-1.0680038|0.94058967|0.058487713|-0.34903654|0.3951422|0.8202948|-0.43725744|0.18830135|-0.29377174|0.07350248|-0.24105695|0.6228958|-0.9548658|-0.28146157|0.24025093|-0.44546887|-0.20233057|-0.6025325|-0.30220968|-0.2595439|0.3941533|0.0038175303|-0.8991108|0.2651996|-0.3780779|0.3701671|-0.66871375|-1.2632219|-0.18302932|-0.51579624|0.46929032|0.44304264|0.3410585|-0.17375416|0.16416019|-0.35554594
254;-0.16470698|-0.2322705|-0.4677471|-0.47549817|1.069998|0.49816334|0.31525528|0.30524978|-0.2690113|0.858206|0.3855409|0.017433316|0.08821726|-0.3189808|0.22699216|-0.095245354|0.64117336|0.3732313|-0.028964207|-0.06319392|0.0546737|0.16009107|0.27518082|0.9003904|-0.93320775|-0.05567664|0.26019996|-0.4076209|-0.3512551|0.40859792|0.68549305|-0.4451254|-0.34632513|-0.12044446|-0.5216227|0.33276114|0.32744595|0.39240396|-0.4121147|0.020871937|0.07753275|0.4457838|-1.1484834|0.33496577|-0.98168373|0.56581485|0.24847484|0.8741511|-0.55296403|-1.3279644|0.29591662|0.11636755|-0.60771006|0.07048172|0.9212432|1.1055509|-0.24548459|-0.10405984|-0.36447108|0.16498217|0.36828977|0.7780298|0.44962358|-0.79789996|-0.80109644|0.481726|0.26124316|-0.030680716|0.27349555|0.57634556|-0.16914423|0.5595925|-0.37434834|-0.4114071|0.0003528148|0.32596684|0.32834044|0.38201383|1.2369804|0.8071737|-0.349173|-0.6632905|-0.11999607|-0.825649|-0.046106488|-0.79599935|-0.686781|0.55119884|0.62454736|0.7005434|-0.36298683|-1.000967|-0.04952927|-0.4834057|0.916577|0.059173703|-0.23932554|0.23967949|0.2763145|-0.63719106
255;0.12821518|-0.7568425|-0.24030155|0.6337848|0.6472491|0.28955767|0.030229717|-0.055199683|0.013373025|0.4027689|-0.074456766|-0.02750042|0.24732886|-0.58595645|0.0649794|0.2818751|0.58972144|0.1620289|0.06629242|-0.8871285|-0.5161493|0.15713137|0.25216472|1.1042839|-0.47892416|-0.2598987|0.7617843|-1.2001668|-0.23396872|-0.10588116|0.7909846|0.16275397|-0.081010744|-0.40185508|-0.9516914|0.6081499|0.2456041|0.5437886|0.39458933|-0.50196207|0.508722|-0.6978165|-0.550324|-0.692417|-0.04475124|0.246221|0.06758799|-0.17316763|-0.6303016|-0.43927962|-0.27221617|0.10580851|-0.24794097|0.47653252|0.4897182|0.45127052|-0.664919|0.5602987|-0.36524653|-0.048717007|-0.2598639|0.3424381|-0.09907915|-0.6062106|-1.059808|0.38251573|0.5160332|-0.076731|0.63824105|-0.01658091|-0.33605894|0.07986793|0.017886847|-0.021767408|0.40043584|0.13058463|-0.33060092|0.8086568|0.40623674|0.25656825|-0.08030504|-0.7420476|0.2833851|-0.34606892|0.2100127|0.06884164|-0.5543441|0.23688358|0.51876163|0.22820231|-0.9040338|-0.3663967|-0.38479578|-0.7516376|-0.15684298|1.0004915|-0.2410136|0.6621704|0.14455074|-0.6465827
256;-0.41428778|-0.17556956|0.1419377|0.2585016|0.37380624|0.02317132|0.97919345|0.59619814|0.084092505|0.83551633|0.2156215|-0.26410225|-0.3005305|-0.043863744|-0.3858027|0.5239336|0.042026907|1.1144615|0.2684434|0.12407163|-0.42730007|-0.51679415|-0.528239|-0.06365162|-0.59645456|0.40583074|-0.2965012|0.8358033|-0.5991123|0.2464278|0.24800077|-0.84862566|-0.42252156|0.44010302|-1.0776656|-0.31588715|0.60421705|0.3242787|-0.587818|0.14809012|0.65696484|-0.006424263|-1.1332958|0.25383198|0.06719673|0.69693375|0.51499176|-0.58258975|-0.21795654|-0.35453835|0.5631537|0.032955255|-0.7814906|0.23138237|0.057025313|0.8729857|-0.32517081|0.58304864|-0.19496623|-0.7311105|0.54257125|0.6225284|-0.703426|-0.9364251|-0.72272193|0.58451235|-0.38132852|-0.8247598|0.13133803|-0.0398307|-1.1652073|0.40701842|0.9379672|0.8241467|-1.1018487|-0.54938203|0.2281515|-0.22066924|0.2675634|0.8221701|0.3050668|-0.21008918|-0.49771315|-0.6686987|0.38861537|-0.048161834|0.10988253|0.609674|-0.84385365|0.6345537|-0.15063798|0.012227207|0.2999391|0.1852526|-0.10698402|0.77457213|-0.7586323|0.48553908|0.101536945|-0.37574342
257;0.39323473|-0.55258644|0.16845143|0.37450564|0.9089941|-0.45279232|0.1683595|0.49039823|0.32846546|0.7658565|0.25043774|0.66594744|-0.5375024|-0.85549176|0.20127481|0.46850547|-0.04170382|0.101018995|-1.4308276|0.12795505|0.31592724|-0.43239683|-0.33630595|0.47180152|-1.0540253|0.30832845|0.20984523|-0.6558858|-0.14491187|-0.3856657|0.40877026|0.16626397|0.51668704|-0.288714|0.6293494|-0.09722032|0.00035852194|0.13336655|-0.41126797|-0.7827741|0.825318|-0.11361891|-1.585535|0.42809004|-0.8737099|0.97855026|0.110991|-0.4490238|-1.2720903|-0.35603034|-1.2539126|0.10899374|0.5117292|0.46363753|0.59551513|1.0842551|-0.37627953|0.42852026|-0.4999224|-0.5620862|0.4503793|0.43853787|0.17660852|0.010837108|-0.9060844|0.4326806|-0.04687187|-1.1824383|0.67087483|0.22460431|-0.57697487|0.80338657|0.27853695|-0.3600996|-0.030706808|0.08287136|-0.9804981|0.42981666|0.20984948|0.27897283|-0.006697893|-0.70273757|0.8053167|0.2821712|-0.5076088|0.200817|0.19831628|0.03614801|-0.10497288|0.7008616|-0.8582592|-1.2325672|-0.48551214|-1.3761032|0.49644393|0.26428005|-0.51177734|0.70776236|0.40634626|0.07164937
258;0.71100557|0.1907906|-1.4602994|-0.21927974|0.53522074|0.1712708|0.1795147|0.98641944|0.05532495|0.31149006|0.69373816|-0.16730629|0.49340492|-1.2360122|-0.39609557|0.011871662|0.02727826|0.3049965|0.49747843|-0.14964995|-0.7563219|0.23317426|0.8802329|0.6934391|-1.1445863|-0.04731671|0.28887057|0.25755027|0.10925864|-0.6689011|1.5508212|-0.12934509|-0.66199785|-0.38367632|-0.19428605|-0.4832542|0.16716501|0.22909833|0.01670131|-0.4610855|-0.14457385|-0.09768614|-1.149816|-0.0659115|0.3925148|0.60102975|-0.47830978|0.61218107|0.16765693|0.15262747|-0.3920968|0.48750913|-0.09200715|0.39709675|0.45195043|0.6137038|-0.18777874|-0.92270315|-0.6873362|0.04694678|0.33615685|0.31532696|-0.5923238|-0.03102|-0.62673914|1.0958161|-0.51734734|-0.067613035|-0.7446378|0.38040507|0.078629166|0.5179595|-0.1809381|-0.0026401877|-0.16714577|-0.70037585|0.40020993|0.36028025|0.5992031|0.27679238|-0.11323944|-0.4329408|0.32796866|-0.5673645|0.40853244|-0.4130715|-0.82204604|-0.111917615|-0.3055558|0.46790862|0.09807244|-0.11597651|0.61028874|-0.9263314|0.51588905|0.73518145|-0.20113318|0.25052416|-0.02046284|-0.4120633
259;-0.7467656|-0.28724882|-0.2713364|0.5126674|0.6250979|0.0401925|0.4730329|0.42064375|0.1587922|0.8876245|-0.022293806|-0.17897472|0.13676432|-0.036143005|0.25734657|0.8324264|0.32589442|1.0248888|0.95234674|-0.30549476|0.6540611|-0.19916497|-0.54068404|0.54872936|-0.7005142|0.2834497|0.16917506|0.14575624|-0.16662788|-1.125584|-0.053978622|0.087152034|0.3057997|0.044119626|-0.96815866|0.63621825|0.50473547|0.15644197|-0.053554833|-0.31563178|0.6414803|0.10105915|-0.752078|0.03390576|0.065116435|0.24359784|-0.3069497|-0.23315397|-0.6344067|-0.40093595|0.87521446|-0.22233409|0.13788809|0.0017160177|0.2975274|-0.0150155425|0.06530458|0.7268531|-0.5337615|-0.21572903|0.09077935|0.6755377|-0.121026576|-0.6449472|-0.95313483|1.2062238|-0.071673065|0.16125527|0.39987272|0.5529774|0.008257329|0.62150884|0.5331283|1.3728698|0.27531195|-0.114801064|0.42654994|0.075404614|0.6084625|0.3631461|-0.70481634|-0.7713787|0.39110643|-0.07807538|1.5055906|0.19751039|-0.053131163|-0.052024633|-0.09973354|0.06443146|-0.5642833|0.026813239|0.6835964|-0.2407006|0.09759419|1.2827845|-0.27891386|0.33742756|0.44789743|-0.36949983
260;-0.40123966|0.18022776|0.76501966|-0.006569624|0.15264651|0.1570542|0.34179467|1.3648458|-0.6267653|1.0732772|0.08565298|-0.33854046|0.031074151|-0.23427758|0.8031211|0.18298343|-0.08162594|-0.018434405|0.4495762|-0.028554305|0.039374292|0.38328418|-0.59055305|0.46985766|-0.3275058|-0.47098073|0.51519394|0.15118012|-0.18142016|-0.38145602|1.6632097|0.039096683|0.3781657|-0.5671121|-0.267774|1.2787395|-0.5542922|0.34756207|-0.54818213|-0.33472157|0.24876328|0.09310992|-0.811876|-0.07024081|-0.95223725|0.057450682|-0.08339822|-0.101017185|-1.4828677|-0.80079466|0.30992463|0.187206|-0.16820371|0.5373354|0.208915|-0.21188676|-0.46114093|0.5055802|-1.0370972|0.2063787|-0.61426055|0.972314|0.6794335|0.014874846|-1.1833384|0.8418936|0.33253947|-0.109574586|0.5957393|-0.30771565|0.501452|0.84442985|0.5887481|0.38674182|-0.25936493|0.21619478|-0.5000434|-0.022279173|0.4223937|0.14260647|-1.2019715|-0.35290802|0.7692522|-0.8496219|0.6423776|-0.352606|0.08138645|0.70777607|0.39658806|0.39538407|-0.5404323|-0.77731574|0.2077657|-0.8910394|0.60002106|0.76774186|-0.30219194|0.17510347|0.89832425|-0.9302182
261;-0.3007951|-0.5556694|-0.06411746|0.17245142|0.4516859|0.42790958|0.47360653|0.8843721|-0.5855123|0.9795597|0.31542456|-0.15092853|0.65238106|-1.0853692|-0.13972944|0.184035|0.50299454|0.64952594|0.10527856|0.48818257|-0.2538208|-0.59554493|-0.956448|1.5224955|-0.93430233|0.7039976|0.650177|0.2529272|0.27385688|-0.44364917|0.013557434|0.027347028|-0.7173141|-0.11731014|-0.30057073|0.40198305|0.15829298|0.63163894|0.30777872|-0.73789537|-0.12357162|0.34304821|-1.2393645|-0.25083953|0.25078335|-0.14849043|0.4565012|-0.48303223|-0.53831977|-0.4396385|-0.754924|0.28903925|-0.4138744|1.2615607|0.68428886|1.2597437|-0.5754672|0.6994949|-0.4685921|-0.28437766|0.22167568|0.5870325|-0.2380776|-0.045615926|-0.3421059|1.1589415|-0.19122863|-0.71035016|1.1069467|-0.36028415|-0.055613697|0.6022236|0.24706896|0.31981793|0.22433582|-0.49190927|-0.3204855|0.2395691|0.8682042|0.6152379|0.45144033|-0.74697566|0.89478874|-0.03361547|-0.021508038|-0.00211245|-0.36129344|0.5511433|-0.2701072|0.34734336|-0.82649827|-1.0935435|0.70031434|-0.7189461|0.90962315|0.2260052|-0.56747264|-0.3649237|0.89047945|-0.66102666
262;0.14478353|0.03785485|-0.18858719|0.5315174|-0.08110696|-0.3498194|0.11569053|0.32059196|0.14708444|0.65670264|0.2597556|-0.7692043|0.7092072|-0.05429423|0.4683445|-0.22756794|0.032119244|0.47126296|-0.012746237|0.2713044|-0.75722986|0.056719035|0.15047026|0.77152944|-0.20214292|0.09813131|0.41853082|-0.457014|0.06102179|0.066337764|0.8545837|-0.09821384|0.14621428|-0.22516248|-0.38862428|-0.13102745|0.1334889|0.09962669|0.17271474|-0.12092216|-0.15348344|-0.05716504|-0.9456594|0.03428656|-0.1374501|-0.2981553|0.2779959|0.019842222|0.24018916|-0.9343595|0.29913232|0.18786584|-0.055856783|-0.13338447|0.85794973|0.72986805|0.33915818|0.10841801|-1.2481006|-0.3901189|-0.40962982|0.615732|-0.3045811|-0.034915864|-0.3378995|0.92368543|-0.11267227|-0.08452955|-0.22833335|0.25495878|-0.63187945|0.07270971|-0.28384233|0.2522336|-0.013508603|0.5938522|-0.35069227|-0.015794337|1.0313804|-0.22225371|-0.3773948|-0.49463442|-0.4554546|-0.9961257|0.018465877|-0.6261853|-0.5592954|0.20147352|0.18071502|0.70253116|-0.27106297|-0.13113633|0.18743299|-0.61985993|0.37754193|0.72959757|-0.42519423|0.63904506|0.8822067|-0.25985992
263;0.49613217|-0.0036809444|-0.4477575|0.3060217|0.80186087|0.23610073|0.59477186|-0.14755312|-0.24992833|0.46773583|0.23777644|-0.08206388|0.036907166|-0.9983182|0.6788596|0.1536322|0.9303093|-0.8886777|0.23354942|-0.46292394|-0.44795498|-0.99049616|-0.036969364|0.37998572|-0.84347516|-0.41501653|0.48817724|-0.18538196|-0.2517571|-0.7484046|0.09826934|0.102983564|0.41062647|-0.7536273|-0.5454325|0.32990572|0.42988142|0.6295122|-0.20733696|-0.072296634|0.04835379|-0.17418145|-0.8850579|-0.04189521|-1.1936055|0.6867081|0.29515585|0.15209118|-0.6744649|-0.3900367|-0.5993057|-0.7753072|-0.41212276|1.3413688|0.48348948|0.9612726|-0.8012887|0.46599695|-0.17059904|-0.54490113|-0.7044219|0.07080513|-0.41816267|0.19209781|-0.44390762|0.9280292|0.46854535|-0.35004994|0.45336363|0.56726557|-0.04674685|0.8251072|-0.35647303|0.6283267|-0.3682463|-0.43240398|0.04955493|-0.07867053|0.77314043|0.81807274|-0.2904524|-0.17452064|0.17392851|-1.2172887|-0.10838762|-0.0950177|-0.45581988|0.41649896|-0.16251898|0.054433435|-0.8222182|-0.97890764|0.057526484|-0.70793045|0.070465356|-0.015177071|-0.5866816|-0.395937|0.1592237|-0.14968945
264;1.5366046|-0.80410886|-0.61705106|0.2116643|1.0830183|0.4606384|-0.68344814|0.116237104|0.16763079|0.53516847|0.44673598|-0.7655776|0.25262234|-0.6944708|0.28054577|-0.44324198|0.63380045|0.46069765|0.555013|-0.6875517|-0.62111574|-0.3518436|-0.8748478|-0.087451756|-0.55642045|-0.34538597|0.12250194|0.3585275|-0.09292416|0.29128483|0.8368799|-0.22574922|-0.20208961|0.3293505|-0.4839988|0.050190955|0.40135503|0.28702557|0.30473912|0.20563847|0.48167437|-0.54075515|-0.39404842|-0.23977923|-0.5993178|0.011288613|0.36239824|-0.47432178|-0.28810453|0.12058693|0.82090724|-0.49035376|0.17801824|1.0374751|0.55990374|0.235122|-1.1247907|-0.312162|-1.1575512|-0.20040435|-0.5641129|-0.059170395|-0.14542079|0.039430887|-0.8882657|0.6834977|0.5511884|-0.26785222|-0.5185975|0.8995501|-0.46776956|0.75248414|0.34802112|0.60001355|-0.14914612|-0.027746528|0.29705316|0.19868182|-0.17003968|0.7390644|-0.10798915|-0.51649594|-0.2200796|-0.9680673|0.7985735|0.036442615|-0.7937882|0.46222293|0.42255196|0.40313578|0.32655182|-0.41042095|0.3723842|-0.16457242|0.013179779|0.4782952|0.0612562|-0.11574021|0.16772787|-0.9561682
265;0.18264472|-0.247821|-0.7029412|1.0111653|0.20717677|0.20467262|0.27788448|0.4696386|0.6490844|0.50591356|0.38139436|-0.45300967|1.2010679|-1.3838212|-0.29306|-0.5240994|0.13605908|0.45562172|0.19394025|-0.35839772|-0.86620164|0.16059282|-0.403989|1.1945558|-0.014593363|-0.14025009|0.5422701|-0.108498976|0.24594696|-0.041502416|0.5967774|-1.049154|0.25460234|-0.34011054|-0.8447162|-0.4621505|0.67593014|0.2063868|0.40810442|-0.33570004|0.42656896|-0.15717287|-0.5350362|0.4247005|0.24517009|0.23200001|0.5241853|0.44478616|0.21221533|-1.0375338|0.35036325|0.68742174|-0.17916113|0.9905367|0.95405877|0.7508552|-0.80207217|-0.10663865|-0.5514449|0.14133286|0.22674529|0.12159985|-0.7611897|0.52695966|-0.5522688|0.18550014|-0.097289175|-0.8119267|0.35751167|0.12339019|-0.5675101|-0.30088073|0.9577247|-0.35123485|0.1593667|0.5962553|0.25715503|0.506741|0.49333084|0.22779672|0.120826066|-0.6499833|0.46448627|-0.60882896|-0.6770406|-0.19560777|-0.7180176|0.71740484|0.7802698|0.7365457|-0.13259736|-0.054694295|0.04716722|-0.86863387|0.21219116|0.4197679|0.009342402|1.01905|0.44033724|-0.7083737
266;0.06645903|-0.76883715|-0.5452886|0.3946505|0.48130083|0.08038128|0.4472807|0.19516218|-0.09183952|0.34208155|0.030561358|-0.33741608|0.51407754|-0.10440478|-0.14480618|-0.24710679|0.7077391|0.3708283|0.31482556|-0.39948335|-0.27979377|-0.46316376|-0.34282395|0.6739133|-0.6015787|-0.024836771|0.39979914|-0.2708531|-0.18114172|0.17068514|0.34198943|-0.21180025|-0.1493077|-0.09510964|-0.81113577|0.11901858|0.6581162|-0.02966109|0.29852167|-0.3550418|0.72482306|0.18419951|-0.7149253|-0.44736195|-0.30429533|0.67359245|0.06309296|-0.1671112|-0.20218864|-0.62930405|0.06328073|0.24951962|-0.22266375|0.49940836|0.96373475|0.8979825|-0.31090972|0.22737698|-0.7610551|0.284429|0.037514105|-0.11579105|0.0072110444|-0.0034033656|-0.7291776|0.804435|0.46925196|-0.5822224|-0.10504653|0.2735314|-0.42375055|0.28690243|0.46086138|0.3238925|-0.27606148|0.22138923|-0.24208897|0.45034224|0.21963656|0.31052908|-0.31815004|0.14248419|-0.09040156|0.058173478|0.17938231|0.38864475|-0.66726977|0.45670745|-0.021027707|0.37772548|-0.47052106|-0.09156111|-0.10229954|-0.4327587|0.1798507|0.773335|-0.26695305|0.4055006|0.14875174|-0.5860591
267;-0.25487885|-0.38087896|-0.3080861|0.50291836|0.013332844|-0.048043907|-0.3113435|0.04919119|0.49142104|1.1516664|0.9474035|-0.6611459|-0.58208114|-1.4227448|0.034016725|0.629874|0.678691|0.06645453|0.83043736|0.06905079|-0.9150171|-0.71150255|0.27847755|0.9253236|-0.020264804|-0.46022323|0.72343576|0.6295415|0.23906069|-0.87582207|0.92354953|0.3115874|0.80952364|-0.8414457|0.08244634|0.6754228|0.23492286|0.89155626|-0.092105344|-0.3223178|0.40556648|0.18140262|-0.39327055|0.2548319|0.19650099|0.26885182|0.1999438|0.15610847|-0.13501027|-0.61986166|0.093464404|-0.30896002|-0.77431357|0.851879|0.33001125|-0.06892669|-0.5960858|0.14518426|-0.46036065|-0.5378993|-0.2490777|0.43819043|-1.0604265|0.041378975|-0.8660507|0.5309486|-0.70157224|-0.008774012|0.36460245|1.2237687|0.021929532|0.17002091|0.31832138|0.7212468|0.4591482|0.20450512|-0.27313006|0.8479744|0.3859081|-0.29903504|-0.58654296|-0.2635345|0.2826354|-0.7973619|0.026002109|-0.22216149|-0.72649354|-0.116077244|0.71343714|-0.10583657|-0.5382598|-0.3495257|-1.2412996|-0.036768883|0.86818326|1.2906842|-0.044988036|0.4025311|0.9596244|-0.42822218
